"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","results"
"39",39,"enrichment","anterior","ATP2B1",5.53889585295591,7.44268639216656e-08,8.74873472540733e-06,7502,"ENSG00000070961","character(0)"
"40",40,"enrichment","anterior","UBQLN2",5.53184466018228,7.71539830924198e-08,8.93704906841248e-06,11950,"ENSG00000188021","character(0)"
"41",41,"enrichment","anterior","RPL7",5.5309902407811,7.74909776075029e-08,8.93704906841248e-06,5157,"ENSG00000147604","character(0)"
"42",42,"enrichment","anterior","ARL6IP1",5.46847926104991,1.06450630433499e-07,1.19390730004543e-05,8939,"ENSG00000170540","character(0)"
"43",43,"enrichment","anterior","MT-ND2",5.44916522664245,1.17360244575371e-07,1.27707532512997e-05,12213,"ENSG00000198763","character(0)"
"44",44,"enrichment","anterior","MAPRE2",5.41416977680709,1.39963605091007e-07,1.45004667138777e-05,10126,"ENSG00000166974","character(0)"
"45",45,"enrichment","anterior","CTNNB1",5.40079450311408,1.49676975647114e-07,1.53764792208905e-05,2163,"ENSG00000168036","character(0)"
"46",46,"enrichment","anterior","MAGEH1",5.39906412297357,1.50980540985833e-07,1.53811426129317e-05,11947,"ENSG00000187601","character(0)"
"47",47,"enrichment","anterior","G3BP2",5.29269038587087,2.56277507930866e-07,2.4865020114721e-05,2912,"ENSG00000138757","character(0)"
"48",48,"enrichment","anterior","SYT1",5.27503204936204,2.79593372627134e-07,2.67033514091149e-05,7486,"ENSG00000067715","character(0)"
"49",49,"enrichment","anterior","UBE2Z",5.26648023217367,2.91613235466179e-07,2.72394936575866e-05,9767,"ENSG00000159202","character(0)"
"50",50,"enrichment","anterior","MAP1B",5.25758309639089,3.04650752527756e-07,2.8002672553773e-05,3323,"ENSG00000131711","character(0)"
"51",51,"enrichment","anterior","MALAT1",5.21971968330092,3.66750485365523e-07,3.22555732632628e-05,6743,"ENSG00000251562","character(0)"
"52",52,"enrichment","anterior","MT-ATP6",5.18515165430262,4.3405652610638e-07,3.77515003211141e-05,12217,"ENSG00000198899","anterior-posterior_top18"
"53",53,"enrichment","anterior","PPP3CA",5.17488544820228,4.56255584181028e-07,3.8840485350136e-05,2981,"ENSG00000138814","character(0)"
"54",54,"enrichment","anterior","TMX4",5.1650784517038,4.78488025574472e-07,4.03414904320546e-05,11081,"ENSG00000125827","character(0)"
"55",55,"enrichment","anterior","MT-CO3",5.13217000214085,5.61038198543354e-07,4.63425133594088e-05,12218,"ENSG00000198938","c(""anterior-posterior_top12""; ""middle-posterior_top9"")"
"56",56,"enrichment","anterior","ZC3H6",5.1168633203914,6.03989764180806e-07,4.82599664517017e-05,1629,"ENSG00000188177","character(0)"
"57",57,"enrichment","anterior","ZMIZ1",5.03099128840832,9.1079792992561e-07,6.66736807984466e-05,6129,"ENSG00000108175","character(0)"
"58",58,"enrichment","anterior","MTPN",5.01545912615711,9.8049444261854e-07,7.09262991775837e-05,4836,"ENSG00000105887","character(0)"
"59",59,"enrichment","anterior","MT-CYB",4.97354497738591,1.19532566235881e-06,8.3502035556208e-05,12224,"ENSG00000198727","character(0)"
"60",60,"enrichment","anterior","RNF11",4.95873771884709,1.28159717546695e-06,8.82982212577975e-05,432,"ENSG00000123091","character(0)"
"61",61,"enrichment","anterior","SYP",4.94889941623603,1.34221674065956e-06,9.06552467102933e-05,11919,"ENSG00000102003","anterior-middle_top14"
"62",62,"enrichment","anterior","SOBP",4.8584616200375,2.04598308317776e-06,0.000126965193867249,4150,"ENSG00000112320","character(0)"
"63",63,"enrichment","anterior","NAP1L3",4.82443599734128,2.39395008401768e-06,0.000143460979299589,12014,"ENSG00000186310","character(0)"
"64",64,"enrichment","anterior","EID1",4.79104285791815,2.79063838830749e-06,0.000162325867966158,8505,"ENSG00000255302","character(0)"
"65",65,"enrichment","anterior","NEGR1",4.78219501654695,2.90594566473454e-06,0.000165233422099441,504,"ENSG00000172260","character(0)"
"66",66,"enrichment","anterior","EIF4A2",4.77687960497884,2.97741382746595e-06,0.000167736792814614,2675,"ENSG00000156976","character(0)"
"67",67,"enrichment","anterior","PABPC1",4.76939902620254,3.08087294073348e-06,0.000172742064005961,5234,"ENSG00000070756","character(0)"
"68",68,"enrichment","anterior","MT-ND1",4.76787699545523,3.10234373289762e-06,0.000172742064005961,12212,"ENSG00000198888","character(0)"
"69",69,"enrichment","anterior","CYP51A1",4.76425303840713,3.15404835390679e-06,0.000172742064005961,4629,"ENSG00000001630","character(0)"
"70",70,"enrichment","anterior","EIF3E",4.7367821571747,3.57393959795662e-06,0.000190792190327597,5257,"ENSG00000104408","character(0)"
"71",71,"enrichment","anterior","YWHAE",4.68568608573241,4.50261242699148e-06,0.000233239139491402,9332,"ENSG00000108953","character(0)"
"72",72,"enrichment","anterior","LINC01322",4.67014832910707,4.82840806669696e-06,0.00024492650877747,2597,"ENSG00000244128","character(0)"
"73",73,"enrichment","anterior","DDX24",4.63071039283027,5.76053260535425e-06,0.000285111380973505,8297,"ENSG00000089737","character(0)"
"74",74,"enrichment","anterior","MT-ND4L",4.61545839445736,6.16559061026652e-06,0.000299104544486144,12220,"ENSG00000212907","character(0)"
"75",75,"enrichment","anterior","PIK3R1",4.57571816880572,7.3538905782565e-06,0.000351177001246819,3309,"ENSG00000145675","character(0)"
"76",76,"enrichment","anterior","PTMA",4.57222467978398,7.46829396983032e-06,0.000353875557291379,1965,"ENSG00000187514","character(0)"
"77",77,"enrichment","anterior","GHITM",4.56951564945264,7.55818452847287e-06,0.000354137810742577,6140,"ENSG00000165678","character(0)"
"78",78,"enrichment","anterior","DPYSL2",4.56446829972077,7.72844756041189e-06,0.000359133101556685,5017,"ENSG00000092964","character(0)"
"79",79,"enrichment","anterior","RPL23",4.559484078118,7.90019694018333e-06,0.000361266792182424,9627,"ENSG00000125691","character(0)"
"80",80,"enrichment","anterior","NRXN1",4.55807689668566,7.94934700180548e-06,0.000361266792182424,1404,"ENSG00000179915","character(0)"
"81",81,"enrichment","anterior","VAMP2",4.50719493473936,9.93787888942274e-06,0.000433907061866598,9452,"ENSG00000220205","character(0)"
"82",82,"enrichment","anterior","PCDH9",4.47565130786202,1.14019789393951e-05,0.000482315545100711,7878,"ENSG00000184226","character(0)"
"83",83,"enrichment","anterior","SET",4.43649598593599,1.35087918066044e-05,0.000559813490968607,5761,"ENSG00000119335","character(0)"
"84",84,"enrichment","anterior","MT-ATP8",4.42888691361297,1.39594373499969e-05,0.000570749570580975,12216,"ENSG00000228253","character(0)"
"85",85,"enrichment","anterior","MT-ND3",4.39297561559384,1.62881207635714e-05,0.000642329923660196,12219,"ENSG00000198840","middle-posterior_top4"
"86",86,"enrichment","anterior","DNAJA2",4.38021623784158,1.72018467357938e-05,0.000669721580716813,9069,"ENSG00000069345","character(0)"
"87",87,"enrichment","anterior","C1QTNF4",4.36230476387113,1.85677797452828e-05,0.000704941327285969,6604,"ENSG00000172247","character(0)"
"88",88,"enrichment","anterior","SV2B",4.33430685862234,2.09131644117363e-05,0.0007680800153183,8728,"ENSG00000185518","character(0)"
"89",89,"enrichment","anterior","TACC1",4.32681346764865,2.15874832050323e-05,0.000790140665214133,5067,"ENSG00000147526","character(0)"
"90",90,"enrichment","anterior","CANX",4.32275127723801,2.1961684123442e-05,0.000799052346455591,3707,"ENSG00000127022","character(0)"
"91",91,"enrichment","anterior","CYB5R3",4.30266768122565,2.39048281245181e-05,0.000856998603584263,11729,"ENSG00000100243","character(0)"
"92",92,"enrichment","anterior","MT-ND5",4.29484125567081,2.47057382636715e-05,0.000867895546762597,12222,"ENSG00000198786","character(0)"
"93",93,"enrichment","anterior","SPRYD3",4.28245196329411,2.60263074489302e-05,0.000901336001595389,7336,"ENSG00000167778","character(0)"
"94",94,"enrichment","anterior","GABRB1",4.27597231848369,2.67435960368951e-05,0.000915799612187793,2859,"ENSG00000163288","character(0)"
"95",95,"enrichment","anterior","TAX1BP1",4.27410107706353,2.69542337819337e-05,0.000920434379843965,4444,"ENSG00000106052","character(0)"
"96",96,"enrichment","anterior","MTRNR2L8",4.23253181535341,3.20638822632691e-05,0.00106769254639065,6467,"ENSG00000255823","character(0)"
"97",97,"enrichment","anterior","SERPINI1",4.22765324798721,3.2720954498421e-05,0.00107623760448212,2601,"ENSG00000163536","character(0)"
"98",98,"enrichment","anterior","OPTN",4.22738822322355,3.27570154564773e-05,0.00107623760448212,5933,"ENSG00000123240","character(0)"
"99",99,"enrichment","anterior","ADCY2",4.21803337996052,3.40544990901357e-05,0.00109988880693164,3184,"ENSG00000078295","character(0)"
"100",100,"enrichment","anterior","PPP3R1",4.20625948930268,3.57573635438115e-05,0.0011354123878522,1454,"ENSG00000221823","character(0)"
"101",101,"enrichment","anterior","NFIC",4.19899338411841,3.68485233287294e-05,0.00116297100660605,10306,"ENSG00000141905","character(0)"
"102",102,"enrichment","anterior","PPIG",4.14346825828055,4.63014254637786e-05,0.00140107655023439,1750,"ENSG00000138398","character(0)"
"103",103,"enrichment","anterior","RCN2",4.14231365475299,4.65206340902978e-05,0.00140239238009609,8650,"ENSG00000117906","character(0)"
"104",104,"enrichment","anterior","BRD4",4.14203156943787,4.65743399851954e-05,0.00140239238009609,10508,"ENSG00000141867","character(0)"
"105",105,"enrichment","anterior","SEPTIN7",4.11160445266978,5.27276914897438e-05,0.00155015580321452,4474,"ENSG00000122545","character(0)"
"106",106,"enrichment","anterior","FBXW7",4.0940379237461,5.66252627104407e-05,0.0016442846475894,3085,"ENSG00000109670","character(0)"
"107",107,"enrichment","anterior","EIF4H",4.0741853409549,6.13602061695196e-05,0.00173616852528848,4575,"ENSG00000106682","character(0)"
"108",108,"enrichment","anterior","MT-CO1",4.07280502816799,6.17030682180808e-05,0.0017380645367881,12214,"ENSG00000198804","middle-posterior_top7"
"109",109,"enrichment","anterior","MT-ND6",4.04047189406464,7.02762208315501e-05,0.00194813333257528,12223,"ENSG00000198695","character(0)"
"110",110,"enrichment","anterior","GAS7",4.03502797233802,7.18268346882465e-05,0.00197322034621082,9463,"ENSG00000007237","character(0)"
"111",111,"enrichment","anterior","HSPA13",4.02933762294693,7.34824054351611e-05,0.00201417579920369,11366,"ENSG00000155304","character(0)"
"112",112,"enrichment","anterior","KHDRBS1",4.02260953721307,7.54867370355799e-05,0.00205987803629456,273,"ENSG00000121774","character(0)"
"113",113,"enrichment","anterior","PSD3",4.00942056078257,7.95676431607623e-05,0.00216640186556864,4975,"ENSG00000156011","character(0)"
"114",114,"enrichment","anterior","ZBTB16",3.93403808630407,0.000107223906279616,0.00278304087955055,6988,"ENSG00000109906","character(0)"
"115",115,"enrichment","anterior","CWF19L2",3.92881221242345,0.000109446320289898,0.00281680266430317,6955,"ENSG00000152404","character(0)"
"116",116,"enrichment","anterior","ALKBH5",3.92340813550474,0.000111790449861322,0.00285310699280721,9502,"ENSG00000091542","character(0)"
"117",117,"enrichment","anterior","DUSP7",3.91221811766246,0.000116796646905072,0.00295618842321843,2281,"ENSG00000164086","character(0)"
"118",118,"enrichment","anterior","KLF13",3.9060678415944,0.000119637974256451,0.00299453147655908,8400,"ENSG00000169926","character(0)"
"119",119,"enrichment","anterior","RSF1",3.90351132605632,0.000120838224901059,0.00300253516141352,6887,"ENSG00000048649","character(0)"
"120",120,"enrichment","anterior","ATP9A",3.89740510850876,0.00012375138765614,0.00305628427090165,11282,"ENSG00000054793","character(0)"
"121",121,"enrichment","anterior","RPL27A",3.88219331986236,0.00013130092888368,0.00320389991138321,6454,"ENSG00000166441","character(0)"
"122",122,"enrichment","anterior","CALM2",3.83344636055653,0.000158542822089103,0.00360257620825146,1397,"ENSG00000143933","character(0)"
"123",123,"enrichment","anterior","COL6A3",3.82660637724139,0.000162768421130661,0.00367808493220394,1985,"ENSG00000163359","character(0)"
"124",124,"enrichment","anterior","COPG1",3.8151272095801,0.000170100463624567,0.0037946681894349,2482,"ENSG00000181789","character(0)"
"125",125,"enrichment","anterior","CHGB",3.80846163057714,0.00017450020460871,0.0038786636388027,11078,"ENSG00000089199","character(0)"
"126",126,"enrichment","anterior","PCBP2",3.7900938659086,0.000187187855938892,0.00401599515885602,7346,"ENSG00000197111","character(0)"
"127",127,"enrichment","anterior","NEMF",3.77204880565233,0.000200498210038667,0.00423331712905476,8083,"ENSG00000165525","character(0)"
"128",128,"enrichment","anterior","CNTN1",3.76327801440189,0.000207286066847548,0.00433916466988231,7255,"ENSG00000018236","character(0)"
"129",129,"enrichment","anterior","ELAVL4",3.72883619884676,0.000236098834414884,0.00478658084696843,429,"ENSG00000162374","character(0)"
"130",130,"enrichment","anterior","CCDC173",3.71630089793476,0.000247493632184612,0.00495189795983122,1751,"ENSG00000154479","character(0)"
"131",131,"enrichment","anterior","HSP90B1",3.71369648793318,0.000249925290163051,0.00498423600692218,7543,"ENSG00000166598","character(0)"
"132",132,"enrichment","anterior","DKK3",3.69162570979394,0.000271456017354925,0.00530119778300952,6476,"ENSG00000050165","character(0)"
"133",133,"enrichment","anterior","VGF",3.68978049132495,0.000273333159598253,0.00532934270508555,4712,"ENSG00000128564","character(0)"
"134",134,"enrichment","anterior","RHOB",3.68837341912538,0.000274772790931755,0.00534888116105209,1275,"ENSG00000143878","character(0)"
"135",135,"enrichment","anterior","PGK1",3.66893896345553,0.000295402425674625,0.0056960483499563,12002,"ENSG00000102144","character(0)"
"136",136,"enrichment","anterior","PRKCE",3.65218989390005,0.000314343656434721,0.00602327774281264,1389,"ENSG00000171132","character(0)"
"137",137,"enrichment","anterior","GOT1",3.64727277474597,0.000320117898750411,0.00608622288059685,6218,"ENSG00000120053","character(0)"
"138",138,"enrichment","anterior","NCOR1",3.64422230574774,0.000323750142100544,0.00613619455376612,9478,"ENSG00000141027","character(0)"
"139",139,"enrichment","anterior","WASF1",3.62774583205393,0.000344049007545456,0.00646082813708633,4165,"ENSG00000112290","character(0)"
"140",140,"enrichment","anterior","MAN1A2",3.62560577404181,0.000346771735232853,0.00650197003561599,677,"ENSG00000198162","character(0)"
"141",141,"enrichment","anterior","KCNIP4",3.62317545843936,0.00034988832650824,0.00655035955828979,2816,"ENSG00000185774","character(0)"
"142",142,"enrichment","anterior","NR3C1",3.61351591028046,0.000362537937603634,0.00675333365534173,3561,"ENSG00000113580","character(0)"
"143",143,"enrichment","anterior","UPF2",3.60367580034509,0.000375865360720039,0.00690696508283887,5926,"ENSG00000151461","character(0)"
"144",144,"enrichment","anterior","EGR3",3.59457262039628,0.000388603625687001,0.00702776476617513,5001,"ENSG00000179388","character(0)"
"145",145,"enrichment","anterior","RALA",3.58840606714243,0.000397461944434242,0.00715951638560857,4485,"ENSG00000006451","character(0)"
"146",146,"enrichment","anterior","CTSD",3.58827428700792,0.000397653302726235,0.00715951638560857,6411,"ENSG00000117984","character(0)"
"147",147,"enrichment","anterior","PNMA1",3.57831839279755,0.00041236323706043,0.00731726226461677,8207,"ENSG00000176903","character(0)"
"148",148,"enrichment","anterior","KCTD16",3.57829373036084,0.00041240030268474,0.00731726226461677,3563,"ENSG00000183775","character(0)"
"149",149,"enrichment","anterior","SNCA",3.57114150639665,0.000423282571700323,0.0074455099842251,2967,"ENSG00000145335","character(0)"
"150",150,"enrichment","anterior","SYT4",3.56222768110769,0.000437222761935011,0.00764670710251146,10142,"ENSG00000132872","character(0)"
"151",151,"enrichment","anterior","ATP6V1A",3.55435620124647,0.000449890117219997,0.00779023609492133,2417,"ENSG00000114573","character(0)"
"152",152,"enrichment","anterior","PRKCB",3.54305865487002,0.000468674082259638,0.0079466583295757,8972,"ENSG00000166501","character(0)"
"153",153,"enrichment","anterior","CDK9",3.49714315504454,0.000552851934779975,0.00885794875843406,5736,"ENSG00000136807","character(0)"
"154",154,"enrichment","anterior","DNAJA1",3.48537109788958,0.000576609989042761,0.00910730893546221,5448,"ENSG00000086061","character(0)"
"155",155,"enrichment","anterior","HSPA1B",3.456200623823,0.000639664744339593,0.00984874244276011,3880,"ENSG00000204388","character(0)"
"156",156,"enrichment","anterior","KCNJ6",3.44930553407234,0.000655483868994128,0.0100041077383935,11428,"ENSG00000157542","character(0)"
"157",157,"enrichment","anterior","NTM",3.44637714285425,0.000662312434182527,0.0100957225784057,7084,"ENSG00000182667","character(0)"
"158",158,"enrichment","anterior","ARPC5",3.44556895406712,0.000664208688791052,0.0100994418165057,971,"ENSG00000162704","character(0)"
"159",159,"enrichment","anterior","RPL39",3.43633208139934,0.000686244824167764,0.0103219723440381,12082,"ENSG00000198918","character(0)"
"160",160,"enrichment","anterior","KIF3A",3.43363980582299,0.000692795214243347,0.0103919282136502,3475,"ENSG00000131437","character(0)"
"161",161,"enrichment","anterior","CACNG2",3.4326276714439,0.000695272849865254,0.0104163119970622,11645,"ENSG00000166862","character(0)"
"162",162,"enrichment","anterior","UBB",3.42360689659155,0.000717723845808128,0.0106441571208332,9481,"ENSG00000170315","character(0)"
"163",163,"enrichment","anterior","MAP9",3.4191430871875,0.000729082286814924,0.0107256690208333,3092,"ENSG00000164114","character(0)"
"164",164,"enrichment","anterior","MICAL2",3.4175436815071,0.000733192781315174,0.0107602421987731,6477,"ENSG00000133816","character(0)"
"165",165,"enrichment","anterior","TUBB",3.40637152275076,0.000762514814595695,0.0111105406536739,3853,"ENSG00000196230","character(0)"
"166",166,"enrichment","anterior","PPP1R12A",3.40224402359099,0.000773622030350878,0.0112455758870862,7488,"ENSG00000058272","character(0)"
"167",167,"enrichment","anterior","PTPRN",3.4000717127122,0.000779528278303125,0.0113045470963887,1927,"ENSG00000054356","character(0)"
"168",168,"enrichment","anterior","NAP1L1",3.39771168308283,0.000785992608086857,0.0113578719076381,7480,"ENSG00000187109","character(0)"
"169",169,"enrichment","anterior","PGBD5",3.38726362324712,0.000815216506361201,0.0117109539251066,1155,"ENSG00000177614","character(0)"
"170",170,"enrichment","anterior","BRINP3",3.38076994616677,0.000833887407074404,0.0118400389680425,983,"ENSG00000162670","character(0)"
"171",171,"enrichment","anterior","TAF7",3.37516136135878,0.000850333769566882,0.0120177229282718,3548,"ENSG00000178913","character(0)"
"172",172,"enrichment","anterior","HTATSF1",3.37134298369525,0.000861703180833686,0.0121084153858527,12128,"ENSG00000102241","character(0)"
"173",173,"enrichment","anterior","NECAB1",3.37020613407612,0.00086511549925335,0.0121284827733626,5195,"ENSG00000123119","character(0)"
"174",174,"enrichment","anterior","LZTS3",3.36740325989909,0.000873582394288952,0.0121912611531763,11055,"ENSG00000088899","character(0)"
"175",175,"enrichment","anterior","GNAO1",3.3608155503469,0.000893787660597117,0.012416538807727,9097,"ENSG00000087258","character(0)"
"176",176,"enrichment","anterior","CRIM1",3.35425765748007,0.000914333508827707,0.0125875305691652,1352,"ENSG00000150938","character(0)"
"177",177,"enrichment","anterior","H1FX",3.34199415000875,0.000953941137180632,0.0130155473236978,2484,"ENSG00000184897","character(0)"
"178",178,"enrichment","anterior","SLC4A10",3.33129887340064,0.000989782820959296,0.0133702707030137,1733,"ENSG00000144290","character(0)"
"179",179,"enrichment","anterior","STMN1",3.32783450464552,0.0010016588010068,0.0134563503761628,215,"ENSG00000117632","character(0)"
"180",180,"enrichment","anterior","SERBP1",3.31380745664224,0.00105111312963044,0.0138617670007898,491,"ENSG00000142864","character(0)"
"181",181,"enrichment","anterior","ZC3H13",3.30893825183792,0.00106880492800136,0.0139595515436075,7839,"ENSG00000123200","character(0)"
"182",182,"enrichment","anterior","MAPK1",3.30788274224357,0.00107267638330446,0.0139946412418349,11541,"ENSG00000100030","character(0)"
"183",183,"enrichment","anterior","CREG2",3.28800171156518,0.00114807872677194,0.0146812368564717,1600,"ENSG00000175874","character(0)"
"184",184,"enrichment","anterior","ARID4B",3.28698200985559,0.00115207591644135,0.0147015950714984,1179,"ENSG00000054267","character(0)"
"185",185,"enrichment","anterior","TMSB4X",3.28097603473365,0.00117588279360626,0.0149274840621356,11812,"ENSG00000205542","character(0)"
"186",186,"enrichment","anterior","MTRNR2L4",3.28044715458425,0.00117800095942986,0.0149388607147614,8863,"ENSG00000232196","character(0)"
"187",187,"enrichment","anterior","HYOU1",3.27878653316204,0.00118467481936034,0.0149535382625943,7020,"ENSG00000149428","character(0)"
"188",188,"enrichment","anterior","HLF",3.26781025845321,0.00122967854293608,0.0154182771152755,9798,"ENSG00000108924","character(0)"
"189",189,"enrichment","anterior","GABRA1",3.26374050230142,0.00124676471848321,0.0156164945527226,3629,"ENSG00000022355","character(0)"
"190",190,"enrichment","anterior","ATRX",3.24996441662821,0.0013062512796641,0.0161267884663918,11999,"ENSG00000085224","character(0)"
"191",191,"enrichment","anterior","SYNGAP1",3.22910406952449,0.00140136037343307,0.0170803893970282,3927,"ENSG00000197283","character(0)"
"192",192,"enrichment","anterior","ATP5F1B",3.22280524196844,0.00143131721465724,0.017324606880381,7393,"ENSG00000110955","character(0)"
"193",193,"enrichment","anterior","STAG2",3.2156501794966,0.00146606600144979,0.0175540223973787,12095,"ENSG00000101972","character(0)"
"194",194,"enrichment","anterior","TERF2IP",3.20547206908497,0.00151684502524548,0.0180246874946839,9244,"ENSG00000166848","character(0)"
