"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"11","B2M_ENSG00000166710","SLC1A2_ENSG00000110436","CUX2_ENSG00000111249","SYNGR1_ENSG00000100321","VAMP1_ENSG00000139190","LHPP_ENSG00000107902","ISLR_ENSG00000129009","ENC1_ENSG00000171617","ATP1A1_ENSG00000163399","CAMK2A_ENSG00000070808","ERMN_ENSG00000136541","RAB3B_ENSG00000169213","TRIM59_ENSG00000213186","LINC01411_ENSG00000249306","LHPP_ENSG00000107902","HS3ST2_ENSG00000122254"
"12","HBA2_ENSG00000188536","MT-CO1_ENSG00000198804","SPON2_ENSG00000159674","VAT1L_ENSG00000171724","MAP1B_ENSG00000131711","CARNS1_ENSG00000172508","GNG2_ENSG00000186469","ATP2B1_ENSG00000070961","YWHAH_ENSG00000128245","MT-ND2_ENSG00000198763","SEPTIN4_ENSG00000108387","ENSA_ENSG00000143420","CLDND1_ENSG00000080822","GFAP_ENSG00000131095","MAG_ENSG00000105695","COX7C_ENSG00000127184"
"13","OGN_ENSG00000106809","MT-ND4L_ENSG00000212907","PIN1_ENSG00000127445","SNAP25_ENSG00000132639","SNCG_ENSG00000173267","CNTN2_ENSG00000184144","SLC17A7_ENSG00000104888","CALB2_ENSG00000172137","ENO2_ENSG00000111674","MT-ND1_ENSG00000198888","HIPK2_ENSG00000064393","DIRAS2_ENSG00000165023","ICOSLG_ENSG00000160223","MT-ND4_ENSG00000198886","RNASE1_ENSG00000129538","SYT1_ENSG00000067715"
"14","A2M_ENSG00000175899","MT-ND4_ENSG00000198886","PCDH8_ENSG00000136099","FAM3C_ENSG00000196937","MDH1_ENSG00000014641","RNASE1_ENSG00000129538","B3GALT2_ENSG00000162630","ARPP19_ENSG00000128989","COL5A2_ENSG00000204262","MAL2_ENSG00000147676","PLEKHB1_ENSG00000021300","THEMIS_ENSG00000172673","TF_ENSG00000091513","SNORC_ENSG00000182600","PAQR6_ENSG00000160781","TUBA1B_ENSG00000123416"
"15","HBA1_ENSG00000206172","ALDH2_ENSG00000111275","CHN1_ENSG00000128656","STMN2_ENSG00000104435","GAPDH_ENSG00000111640","SOX2-OT_ENSG00000242808","SYNPR_ENSG00000163630","ART3_ENSG00000156219","MET_ENSG00000105976","MT-CO1_ENSG00000198804","CLDND1_ENSG00000080822","CCNI_ENSG00000118816","TMEM235_ENSG00000204278","APLNR_ENSG00000134817","ERMN_ENSG00000136541","PFKP_ENSG00000067057"
"16","IFITM3_ENSG00000142089","SLC1A3_ENSG00000079215","MET_ENSG00000105976","RTN3_ENSG00000133318","UCHL1_ENSG00000154277","PPP1R14A_ENSG00000167641","CTXN1_ENSG00000178531","SERPINE2_ENSG00000135919","NSG1_ENSG00000168824","KMT2A_ENSG00000118058","MYRF_ENSG00000124920","KIF5A_ENSG00000155980","MOBP_ENSG00000168314","AQP4_ENSG00000171885","CLDN11_ENSG00000013297","NGRN_ENSG00000182768"
"17","FLNA_ENSG00000196924","MT-ND3_ENSG00000198840","LINC00507_ENSG00000256193","HS3ST2_ENSG00000122254","GPX3_ENSG00000211445","SPP1_ENSG00000118785","ATP2B1_ENSG00000070961","HOPX_ENSG00000171476","TPBG_ENSG00000146242","MT-ATP6_ENSG00000198899","NPY_ENSG00000122585","KRT17_ENSG00000128422","ERMN_ENSG00000136541","MT-ATP6_ENSG00000198899","SCD_ENSG00000099194","SNAP25_ENSG00000132639"
"18","TPM2_ENSG00000198467","MT-ATP6_ENSG00000198899","TSC22D1_ENSG00000102804","FEZF2_ENSG00000153266","ALDOC_ENSG00000109107","PLLP_ENSG00000102934","LY6H_ENSG00000176956","THSD7A_ENSG00000005108","GABRA1_ENSG00000022355","MT-CYB_ENSG00000198727","GFAP_ENSG00000131095","MICAL2_ENSG00000133816","TGFA_ENSG00000163235","MT-CYB_ENSG00000198727","MTURN_ENSG00000180354","TUBB2A_ENSG00000137267"
"19","DCN_ENSG00000011465","APOE_ENSG00000130203","PRAG1_ENSG00000275342","SNCG_ENSG00000173267","LMO4_ENSG00000143013","TTYH2_ENSG00000141540","GALNT14_ENSG00000158089","LAMP5_ENSG00000125869","CEND1_ENSG00000184524","CIAO3_ENSG00000103245","AQP1_ENSG00000240583","SYP_ENSG00000102003","PACC1_ENSG00000065600","MT-ND6_ENSG00000198695","QDPR_ENSG00000151552","RORB_ENSG00000198963"
"20","COL1A2_ENSG00000164692","RELN_ENSG00000189056","C11orf87_ENSG00000185742","SYP_ENSG00000102003","INA_ENSG00000148798","CLDN11_ENSG00000013297","THY1_ENSG00000154096","PPP3CA_ENSG00000138814","SYNGR1_ENSG00000100321","MT-CO2_ENSG00000198712","TMEM63A_ENSG00000196187","ISLR2_ENSG00000167178","MOG_ENSG00000204655","AL031056.1_ENSG00000228408","PPP1R14A_ENSG00000167641","FRMPD2_ENSG00000170324"
"21","C11orf96_ENSG00000187479","MT-CO2_ENSG00000198712","OLFM1_ENSG00000130558","NDRG4_ENSG00000103034","STMN2_ENSG00000104435","ENPP2_ENSG00000136960","DYNLL1_ENSG00000088986","PPFIA2_ENSG00000139220","LYNX1_ENSG00000180155","MT-ATP8_ENSG00000228253","OPALIN_ENSG00000197430","UGP2_ENSG00000169764","SCD_ENSG00000099194","AL627171.2_ENSG00000282885","CRYAB_ENSG00000109846","PCP4L1_ENSG00000248485"
"22","ADIRF_ENSG00000148671","MT-CYB_ENSG00000198727","CCK_ENSG00000187094","DIRAS2_ENSG00000165023","PKM_ENSG00000067225","MAL_ENSG00000172005","KRT17_ENSG00000128422","LINC00507_ENSG00000256193","EEF1A2_ENSG00000101210","STEAP2_ENSG00000157214","SLCO1A2_ENSG00000084453","DGKZ_ENSG00000149091","NPTX1_ENSG00000171246","MT-CO1_ENSG00000198804","ELOVL1_ENSG00000066322","SNCG_ENSG00000173267"
"23","HBB_ENSG00000244734","MT1G_ENSG00000125144","RASGRF2_ENSG00000113319","ENO2_ENSG00000111674","ATP5F1B_ENSG00000110955","SCD_ENSG00000099194","MREG_ENSG00000118242","SOWAHA_ENSG00000198944","SNX10_ENSG00000086300","MT-ND4L_ENSG00000212907","ERBB3_ENSG00000065361","USP27X_ENSG00000273820","B3GALT2_ENSG00000162630","DBI_ENSG00000155368","SOX2-OT_ENSG00000242808","COX6C_ENSG00000164919"
"24","FBLN5_ENSG00000140092","MT1H_ENSG00000205358","FBLN7_ENSG00000144152","CAMK2D_ENSG00000145349","TPBG_ENSG00000146242","SELENOP_ENSG00000250722","HS3ST2_ENSG00000122254","GRIA2_ENSG00000120251","STMN2_ENSG00000104435","SEZ6L_ENSG00000100095","SOX8_ENSG00000005513","LINC02762_ENSG00000250303","CNDP1_ENSG00000150656","MT-ND3_ENSG00000198840","QKI_ENSG00000112531","LDHA_ENSG00000134333"
"25","IGFBP7_ENSG00000163453","MT-CO3_ENSG00000198938","COL5A2_ENSG00000204262","SLC17A7_ENSG00000104888","SV2C_ENSG00000122012","GPRC5B_ENSG00000167191","SV2B_ENSG00000185518","ITPKA_ENSG00000137825","CAPNS1_ENSG00000126247","LAMP5_ENSG00000125869","TF_ENSG00000091513","CSDC2_ENSG00000172346","DBNDD2_ENSG00000244274","CLU_ENSG00000120885","TTYH2_ENSG00000141540","CYP26B1_ENSG00000003137"
"26","TM4SF1_ENSG00000169908","CPE_ENSG00000109472","CA10_ENSG00000154975","TUBA1B_ENSG00000123416","MGST3_ENSG00000143198","APLP1_ENSG00000105290","SYT1_ENSG00000067715","CUX2_ENSG00000111249","SYT2_ENSG00000143858","MT-ND3_ENSG00000198840","PPP1R14A_ENSG00000167641","IPCEF1_ENSG00000074706","SLC5A11_ENSG00000158865","AHNAK_ENSG00000124942","EDIL3_ENSG00000164176","ATP5MF_ENSG00000241468"
"27","IFI27_ENSG00000165949","ATP1A2_ENSG00000018625","LPL_ENSG00000175445","CLSTN2_ENSG00000158258","TUBA1B_ENSG00000123416","QDPR_ENSG00000151552","PPP1R1A_ENSG00000135447","SLC24A4_ENSG00000140090","PKM_ENSG00000067225","KCNJ6_ENSG00000157542","WNK1_ENSG00000060237","CLSTN2_ENSG00000158258","TUBA1A_ENSG00000167552","MLC1_ENSG00000100427","PLLP_ENSG00000102934","LINC01202_ENSG00000280776"
"28","ZFP36_ENSG00000128016","ATP1B2_ENSG00000129244","SNN_ENSG00000184602","CYP26B1_ENSG00000003137","CAPNS1_ENSG00000126247","EDIL3_ENSG00000164176","GNAO1_ENSG00000087258","SNN_ENSG00000184602","RAB3A_ENSG00000105649","FGF12_ENSG00000114279","CLDN11_ENSG00000013297","ORAI2_ENSG00000160991","HS3ST4_ENSG00000182601","C1orf61_ENSG00000125462","CNTN2_ENSG00000184144","MDH1_ENSG00000014641"
"29","VIM_ENSG00000026025","S100A13_ENSG00000189171","VSNL1_ENSG00000163032","SNCA_ENSG00000145335","PRDX5_ENSG00000126432","ERMN_ENSG00000136541","MMD_ENSG00000108960","HS6ST3_ENSG00000185352","MAP1B_ENSG00000131711","SLF1_ENSG00000133302","ST18_ENSG00000147488","SYN2_ENSG00000157152","MAL_ENSG00000172005","GPM6B_ENSG00000046653","CARNS1_ENSG00000172508","FXYD6_ENSG00000137726"
"30","MUSTN1_ENSG00000272573","CLU_ENSG00000120885","CAMK2A_ENSG00000070808","TTC9B_ENSG00000174521","YWHAH_ENSG00000128245","PMP22_ENSG00000109099","PI4KA_ENSG00000241973","LINC02552_ENSG00000256422","KCNA2_ENSG00000177301","KCNIP4_ENSG00000185774","AL359091.1_ENSG00000207955","EFHD2_ENSG00000142634","ENPP2_ENSG00000136960","HBA2_ENSG00000188536","MYRF_ENSG00000124920","NAP1L5_ENSG00000177432"
"31","HLA-E_ENSG00000204592","MTRNR2L12_ENSG00000269028","CKB_ENSG00000166165","GRIN3A_ENSG00000198785","NSG1_ENSG00000168824","SEPTIN4_ENSG00000108387","TBR1_ENSG00000136535","GNG2_ENSG00000186469","SYP_ENSG00000102003","KDM1B_ENSG00000165097","PHLDB1_ENSG00000019144","PCDH20_ENSG00000280165","SOX2-OT_ENSG00000242808","AGT_ENSG00000135744","PHLDB1_ENSG00000019144","SYN2_ENSG00000157152"
"32","TINAGL1_ENSG00000142910","MT2A_ENSG00000125148","GRIA4_ENSG00000152578","NGRN_ENSG00000182768","IGFBP2_ENSG00000115457","GSN_ENSG00000148180","CREG2_ENSG00000175874","CRIP2_ENSG00000182809","CNTNAP2_ENSG00000174469","NECAB2_ENSG00000103154","LINC00844_ENSG00000237949","MGLL_ENSG00000074416","PIEZO2_ENSG00000154864","CDK2AP1_ENSG00000111328","BCAS1_ENSG00000064787","HSPA8_ENSG00000109971"
"33","COL6A2_ENSG00000142173","GJA1_ENSG00000152661","NTNG1_ENSG00000162631","IFITM10_ENSG00000244242","PHLDA2_ENSG00000181649","MOBP_ENSG00000168314","ISLR2_ENSG00000167178","GRIA4_ENSG00000152578","VAMP1_ENSG00000139190","MAN1A2_ENSG00000198162","RHOU_ENSG00000116574","NPTX1_ENSG00000171246","MTURN_ENSG00000180354","RELN_ENSG00000189056","SLC45A3_ENSG00000158715","FEZF2_ENSG00000153266"
"34","FRZB_ENSG00000162998","MT1E_ENSG00000169715","NRGN_ENSG00000154146","PCP4L1_ENSG00000248485","PGK1_ENSG00000102144","CSRP1_ENSG00000159176","SSTR2_ENSG00000180616","KCNIP2_ENSG00000120049","INA_ENSG00000148798","EIF4E2_ENSG00000135930","LHPP_ENSG00000107902","HS3ST4_ENSG00000182601","FEZF2_ENSG00000153266","MAN1A2_ENSG00000198162","TP53INP2_ENSG00000078804","COX4I1_ENSG00000131143"
"35","DUSP1_ENSG00000120129","SLC39A12_ENSG00000148482","CBLN4_ENSG00000054803","SULT4A1_ENSG00000130540","COL5A2_ENSG00000204262","NDRG1_ENSG00000104419","SCG5_ENSG00000166922","RTN4_ENSG00000115310","SPOCK2_ENSG00000107742","CACNG3_ENSG00000006116","CARNS1_ENSG00000172508","BASP1_ENSG00000176788","CLDN11_ENSG00000013297","FADS2_ENSG00000134824","MAL_ENSG00000172005","BEX3_ENSG00000166681"
"36","COL18A1_ENSG00000182871","FXYD1_ENSG00000266964","MEF2C_ENSG00000081189","YWHAG_ENSG00000170027","CABP1_ENSG00000157782","KLK6_ENSG00000167755","SYT4_ENSG00000132872","MAN1A1_ENSG00000111885","ANXA6_ENSG00000197043","MTRNR2L1_ENSG00000256618","DBNDD2_ENSG00000244274","ZDHHC22_ENSG00000177108","TSPAN15_ENSG00000099282","RPS24_ENSG00000138326","PLAAT3_ENSG00000176485","UQCRQ_ENSG00000164405"
"37","TIMP3_ENSG00000100234","AGT_ENSG00000135744","CALM1_ENSG00000198668","IPCEF1_ENSG00000074706","SLC17A6_ENSG00000091664","UGT8_ENSG00000174607","SNCA_ENSG00000145335","GPM6A_ENSG00000150625","NGB_ENSG00000165553","MTRNR2L8_ENSG00000255823","CCN2_ENSG00000118523","MRAP2_ENSG00000135324","CDH24_ENSG00000139880","CCDC173_ENSG00000154479","GPRC5B_ENSG00000167191","CAMK2D_ENSG00000145349"
"38","CFH_ENSG00000000971","CAMK2N1_ENSG00000162545","SERPINI1_ENSG00000163536","RPRM_ENSG00000177519","NDUFA4_ENSG00000189043","GLDN_ENSG00000186417","RTN1_ENSG00000139970","EGR4_ENSG00000135625","ATP6V1B2_ENSG00000147416","ATP2B1_ENSG00000070961","RFFL_ENSG00000092871","LRP1B_ENSG00000168702","SPP1_ENSG00000118785","HBB_ENSG00000244734","SELENOP_ENSG00000250722","BEX1_ENSG00000133169"
"39","KLF2_ENSG00000127528","MT1M_ENSG00000205364","ATP1A1_ENSG00000163399","ATP6V1B2_ENSG00000147416","HINT1_ENSG00000169567","ELOVL1_ENSG00000066322","CLSTN2_ENSG00000158258","RCN1_ENSG00000049449","HSPB3_ENSG00000169271","C1orf115_ENSG00000162817","OLIG1_ENSG00000184221","EEF1A2_ENSG00000101210","QDPR_ENSG00000151552","MT1G_ENSG00000125144","SPP1_ENSG00000118785","BASP1_ENSG00000176788"
"40","YBX3_ENSG00000060138","RPS21_ENSG00000171858","RGS4_ENSG00000117152","FXYD6_ENSG00000137726","GHITM_ENSG00000165678","TMEM144_ENSG00000164124","NTNG2_ENSG00000196358","PDE2A_ENSG00000186642","TPI1_ENSG00000111669","PRAG1_ENSG00000275342","CRYAB_ENSG00000109846","SV2B_ENSG00000185518","LPAR1_ENSG00000198121","SFRP2_ENSG00000145423","TMEM144_ENSG00000164124","LGALS1_ENSG00000100097"
"41","KLF4_ENSG00000136826","CNR1_ENSG00000118432","HAPLN4_ENSG00000187664","CAMK2G_ENSG00000148660","SELENOH_ENSG00000211450","SUN2_ENSG00000100242","SH3GL2_ENSG00000107295","ARNT2_ENSG00000172379","PLCH1_ENSG00000114805","HS6ST3_ENSG00000185352","PMP22_ENSG00000109099","ISLR_ENSG00000129009","UGT8_ENSG00000174607","SCG3_ENSG00000104112","ENPP2_ENSG00000136960","GPX4_ENSG00000167468"
"42","BGN_ENSG00000182492","SLC6A1_ENSG00000157103","GNG13_ENSG00000127588","NAP1L5_ENSG00000177432","TPI1_ENSG00000111669","S100B_ENSG00000160307","KLC1_ENSG00000126214","PDZD2_ENSG00000133401","TNNT2_ENSG00000118194","RFTN1_ENSG00000131378","SCD_ENSG00000099194","CHRNB2_ENSG00000160716","CARNS1_ENSG00000172508","MT-CO3_ENSG00000198938","FGF1_ENSG00000113578","STMN2_ENSG00000104435"
"43","CYP1B1_ENSG00000138061","SLC25A23_ENSG00000125648","ENSA_ENSG00000143420","KLC1_ENSG00000126214","RTN3_ENSG00000133318","HAPLN2_ENSG00000132702","SLIT1_ENSG00000187122","NPTXR_ENSG00000221890","SULT4A1_ENSG00000130540","VSTM2A_ENSG00000170419","ANLN_ENSG00000011426","NTNG2_ENSG00000196358","AC018647.1_ENSG00000227544","SLC16A9_ENSG00000165449","NKX6-2_ENSG00000148826","CNIH3_ENSG00000143786"
"44","CAV1_ENSG00000105974","MT1F_ENSG00000198417","TESPA1_ENSG00000135426","ETV1_ENSG00000006468","GABRA1_ENSG00000022355","HSPA2_ENSG00000126803","CPLX2_ENSG00000145920","EGR3_ENSG00000179388","MEF2C_ENSG00000081189","COL5A2_ENSG00000204262","CNP_ENSG00000173786","FXYD7_ENSG00000221946","CYB5R2_ENSG00000166394","ID4_ENSG00000172201","FA2H_ENSG00000103089","PFN2_ENSG00000070087"
"45","EPAS1_ENSG00000116016","NTRK2_ENSG00000148053","MDH1_ENSG00000014641","SYN1_ENSG00000008056","GNG3_ENSG00000162188","ANLN_ENSG00000011426","PPP3CA_ENSG00000138814","FBLN7_ENSG00000144152","CTXN3_ENSG00000205279","CUX2_ENSG00000111249","CNTN2_ENSG00000184144","STMN2_ENSG00000104435","KLK6_ENSG00000167755","FAM107A_ENSG00000168309","AIF1L_ENSG00000126878","BEX2_ENSG00000133134"
"46","ANXA2_ENSG00000182718","HTRA1_ENSG00000166033","SNX3_ENSG00000112335","SYNGR3_ENSG00000127561","COX5A_ENSG00000178741","FTH1_ENSG00000167996","SLC35F1_ENSG00000196376","STXBP6_ENSG00000168952","PIN1_ENSG00000127445","MAP2_ENSG00000078018","SHTN1_ENSG00000187164","ANKS6_ENSG00000165138","TMEM144_ENSG00000164124","SOX2_ENSG00000181449","LPAR1_ENSG00000198121","OAZ1_ENSG00000104904"
"47","IFITM2_ENSG00000185201","TUBB2B_ENSG00000137285","TPBG_ENSG00000146242","PFN2_ENSG00000070087","SH3GL2_ENSG00000107295","LRP2_ENSG00000081479","CHN1_ENSG00000128656","VSTM2A_ENSG00000170419","RTN3_ENSG00000133318","CDS1_ENSG00000163624","GPR37_ENSG00000170775","ENO2_ENSG00000111674","HSPA2_ENSG00000126803","MTRNR2L8_ENSG00000255823","CD9_ENSG00000010278","ATP5MD_ENSG00000173915"
"48","RBPMS_ENSG00000157110","SFXN5_ENSG00000144040","SLC12A5_ENSG00000124140","UCHL1_ENSG00000154277","NTNG1_ENSG00000162631","CNDP1_ENSG00000150656","SEMA3E_ENSG00000170381","NGEF_ENSG00000066248","HAPLN4_ENSG00000187664","PPP3CA_ENSG00000138814","KRT17_ENSG00000128422","USP5_ENSG00000111667","LINC02607_ENSG00000228971","TMBIM6_ENSG00000139644","SUN2_ENSG00000100242","NRSN1_ENSG00000152954"
"49","CALD1_ENSG00000122786","AQP4_ENSG00000171885","HS6ST3_ENSG00000185352","LDHA_ENSG00000134333","GAP43_ENSG00000172020","SIRT2_ENSG00000068903","LDHA_ENSG00000134333","OLFM1_ENSG00000130558","ATP5F1B_ENSG00000110955","ANKRD12_ENSG00000101745","CAPN3_ENSG00000092529","TMEM121B_ENSG00000183307","SHB_ENSG00000107338","MT3_ENSG00000087250","HIPK2_ENSG00000064393","PCSK1_ENSG00000175426"
"50","JAG1_ENSG00000101384","PRDX6_ENSG00000117592","VSTM2A_ENSG00000170419","HSP90AB1_ENSG00000096384","PGAM1_ENSG00000171314","C1orf122_ENSG00000197982","TUBB2A_ENSG00000137267","LIME1_ENSG00000203896","SNCB_ENSG00000074317","NGEF_ENSG00000066248","KLK6_ENSG00000167755","RAP1GAP2_ENSG00000132359","PHLDB1_ENSG00000019144","CST3_ENSG00000101439","CTNNA3_ENSG00000183230","COX6A1_ENSG00000111775"
"51","CXCL12_ENSG00000107562","MTRNR2L8_ENSG00000255823","GABRA1_ENSG00000022355","BASP1_ENSG00000176788","VSNL1_ENSG00000163032","CAPN3_ENSG00000092529","YWHAB_ENSG00000166913","IGFBP4_ENSG00000141753","NAPA_ENSG00000105402","FAM133B_ENSG00000234545","PIP4K2A_ENSG00000150867","AL139424.2_ENSG00000284642","TTYH2_ENSG00000141540","MT-CO2_ENSG00000198712","LAMP2_ENSG00000005893","NEUROD6_ENSG00000164600"
"52","TPT1_ENSG00000133112","CLDN10_ENSG00000134873","GPX3_ENSG00000211445","SEC16B_ENSG00000120341","PVALB_ENSG00000100362","TP53TG5_ENSG00000124251","AC021613.1_ENSG00000254092","TMEM59L_ENSG00000105696","GABRG2_ENSG00000113327","MARF1_ENSG00000166783","PADI2_ENSG00000117115","TUBA1B_ENSG00000123416","GPR37_ENSG00000170775","CXCL14_ENSG00000145824","MARCKSL1_ENSG00000175130","MORF4L1_ENSG00000185787"
"53","NOTCH3_ENSG00000074181","FAM107A_ENSG00000168309","CNTNAP2_ENSG00000174469","HSP90AA1_ENSG00000080824","CLTC_ENSG00000141367","SLC5A11_ENSG00000158865","GRIK3_ENSG00000163873","SLC12A5_ENSG00000124140","NDRG4_ENSG00000103034","ATP8B2_ENSG00000143515","S100B_ENSG00000160307","RUNDC3A_ENSG00000108309","AC092958.1_ENSG00000239922","FABP7_ENSG00000164434","ERBB3_ENSG00000065361","GABRA5_ENSG00000186297"
"54","FBLN1_ENSG00000077942","NDRG2_ENSG00000165795","LRATD1_ENSG00000162981","FRMPD2_ENSG00000170324","OXR1_ENSG00000164830","LINC00844_ENSG00000237949","NELL2_ENSG00000184613","NECAB2_ENSG00000103154","ATP2B2_ENSG00000157087","KCNT1_ENSG00000107147","PLLP_ENSG00000102934","SIK2_ENSG00000170145","TLE4_ENSG00000106829","RPL23_ENSG00000125691","PLEKHB1_ENSG00000021300","PGAM1_ENSG00000171314"
"55","LTBP1_ENSG00000049323","F3_ENSG00000117525","GAP43_ENSG00000172020","TOX_ENSG00000198846","PIN1_ENSG00000127445","PHLDB1_ENSG00000019144","SNAP25_ENSG00000132639","HS6ST1_ENSG00000136720","GRIN1_ENSG00000176884","MT-ND6_ENSG00000198695","B3GALT2_ENSG00000162630","RNF157_ENSG00000141576","RASGRP3_ENSG00000152689","CCDC7_ENSG00000216937","RHOU_ENSG00000116574","NRN1_ENSG00000124785"
"56","DEPP1_ENSG00000165507","GPR37L1_ENSG00000170075","NEFL_ENSG00000277586","RTN1_ENSG00000139970","NME2_ENSG00000243678","ADAMTS4_ENSG00000158859","ANXA1_ENSG00000135046","DGKA_ENSG00000065357","PGK1_ENSG00000102144","CALB2_ENSG00000172137","NDRG1_ENSG00000104419","CDK14_ENSG00000058091","FOLH1_ENSG00000086205","ENTPD2_ENSG00000054179","SLAIN1_ENSG00000139737","SNCA_ENSG00000145335"
"57","APOD_ENSG00000189058","AL031056.1_ENSG00000228408","BEX5_ENSG00000184515","PGAM1_ENSG00000171314","SNX10_ENSG00000086300","MOG_ENSG00000204655","STMN1_ENSG00000117632","VIP_ENSG00000146469","THY1_ENSG00000154096","CAMK2N1_ENSG00000162545","EFHD1_ENSG00000115468","CPLX1_ENSG00000168993","MYRF_ENSG00000124920","SNHG25_ENSG00000266402","LINC00844_ENSG00000237949","UQCRH_ENSG00000173660"
