"gene_id","gene_name","gene_type","avg_rank"
"ENSG00000197694","SPTAN1","protein_coding",630.166666666667
"ENSG00000117632","STMN1","protein_coding",631.5
"ENSG00000088986","DYNLL1","protein_coding",632.133333333333
"ENSG00000102109","PCSK1N","protein_coding",632.933333333333
"ENSG00000124172","ATP5F1E","protein_coding",636.533333333333
"ENSG00000164405","UQCRQ","protein_coding",642.4
"ENSG00000145335","SNCA","protein_coding",646.666666666667
"ENSG00000134333","LDHA","protein_coding",647.266666666667
"ENSG00000112695","COX7A2","protein_coding",647.766666666667
"ENSG00000097021","ACOT7","protein_coding",647.8
"ENSG00000130770","ATP5IF1","protein_coding",649.566666666667
"ENSG00000105649","RAB3A","protein_coding",652.6
"ENSG00000084234","APLP2","protein_coding",655.133333333333
"ENSG00000160014","CALM3","protein_coding",656.433333333333
"ENSG00000171314","PGAM1","protein_coding",661.833333333333
"ENSG00000143947","RPS27A","protein_coding",665.333333333333
"ENSG00000220205","VAMP2","protein_coding",665.8
"ENSG00000143013","LMO4","protein_coding",668.133333333333
"ENSG00000142192","APP","protein_coding",668.566666666667
"ENSG00000074317","SNCB","protein_coding",668.6
"ENSG00000170027","YWHAG","protein_coding",672.133333333333
"ENSG00000110955","ATP5F1B","protein_coding",676.566666666667
"ENSG00000128739","SNRPN","protein_coding",683.233333333333
"ENSG00000105696","TMEM59L","protein_coding",685.533333333333
"ENSG00000182809","CRIP2","protein_coding",689.1
"ENSG00000099308","MAST3","protein_coding",690.1
"ENSG00000157152","SYN2","protein_coding",692.733333333333
"ENSG00000131143","COX4I1","protein_coding",694.033333333333
"ENSG00000156976","EIF4A2","protein_coding",695.833333333333
"ENSG00000101210","EEF1A2","protein_coding",700.4
"ENSG00000169567","HINT1","protein_coding",701.2
"ENSG00000196683","TOMM7","protein_coding",701.966666666667
"ENSG00000178531","CTXN1","protein_coding",702.366666666667
"ENSG00000156298","TSPAN7","protein_coding",710.033333333333
"ENSG00000156642","NPTN","protein_coding",711.533333333333
"ENSG00000164924","YWHAZ","protein_coding",712.9
"ENSG00000115268","RPS15","protein_coding",715.733333333333
"ENSG00000073969","NSF","protein_coding",717.9
"ENSG00000107130","NCS1","protein_coding",726.566666666667
"ENSG00000081189","MEF2C","protein_coding",727.166666666667
"ENSG00000104833","TUBB4A","protein_coding",727.6
"ENSG00000122026","RPL21","protein_coding",728.666666666667
"ENSG00000113558","SKP1","protein_coding",728.833333333333
"ENSG00000121905","HPCA","protein_coding",734
"ENSG00000166681","BEX3","protein_coding",736.6
"ENSG00000156467","UQCRB","protein_coding",741.3
"ENSG00000198794","SCAMP5","protein_coding",743.933333333333
"ENSG00000102804","TSC22D1","protein_coding",747.333333333333
"ENSG00000092964","DPYSL2","protein_coding",748.633333333333
"ENSG00000265681","RPL17","protein_coding",748.966666666667
"ENSG00000125814","NAPB","protein_coding",752.5
"ENSG00000240972","MIF","protein_coding",753.133333333333
"ENSG00000105220","GPI","protein_coding",754.733333333333
"ENSG00000161970","RPL26","protein_coding",754.833333333333
"ENSG00000152234","ATP5F1A","protein_coding",756.1
"ENSG00000174684","B4GAT1","protein_coding",756.633333333333
"ENSG00000138814","PPP3CA","protein_coding",757.366666666667
"ENSG00000135940","COX5B","protein_coding",758.966666666667
"ENSG00000164587","RPS14","protein_coding",763.066666666667
"ENSG00000008056","SYN1","protein_coding",766.8
"ENSG00000142541","RPL13A","protein_coding",770.433333333333
"ENSG00000149806","FAU","protein_coding",771.233333333333
"ENSG00000136942","RPL35","protein_coding",772.333333333333
"ENSG00000131507","NDFIP1","protein_coding",772.6
"ENSG00000189241","TSPYL1","protein_coding",774.3
"ENSG00000145425","RPS3A","protein_coding",777.466666666667
"ENSG00000127184","COX7C","protein_coding",780.3
"ENSG00000109107","ALDOC","protein_coding",781.466666666667
"ENSG00000143153","ATP1B1","protein_coding",781.9
"ENSG00000127540","UQCR11","protein_coding",785.133333333333
"ENSG00000135472","FAIM2","protein_coding",785.4
"ENSG00000264364","DYNLL2","protein_coding",786.333333333333
"ENSG00000114391","RPL24","protein_coding",792.666666666667
"ENSG00000165943","MOAP1","protein_coding",793.133333333333
"ENSG00000115310","RTN4","protein_coding",798.7
"ENSG00000103363","ELOB","protein_coding",802.966666666667
"ENSG00000126214","KLC1","protein_coding",804.9
"ENSG00000111716","LDHB","protein_coding",806.766666666667
"ENSG00000154917","RAB6B","protein_coding",807.6
"ENSG00000171159","C9orf16","protein_coding",810.6
"ENSG00000136156","ITM2B","protein_coding",813.266666666667
"ENSG00000141367","CLTC","protein_coding",818.033333333333
"ENSG00000167658","EEF2","protein_coding",824.633333333333
"ENSG00000165678","GHITM","protein_coding",829.8
"ENSG00000167815","PRDX2","protein_coding",830.6
"ENSG00000132563","REEP2","protein_coding",835.366666666667
"ENSG00000075624","ACTB","protein_coding",837.966666666667
"ENSG00000126432","PRDX5","protein_coding",838.666666666667
"ENSG00000128989","ARPP19","protein_coding",839.733333333333
"ENSG00000102144","PGK1","protein_coding",844.4
"ENSG00000156411","ATP5MPL","protein_coding",846.7
"ENSG00000197728","RPS26","protein_coding",849.033333333333
"ENSG00000231500","RPS18","protein_coding",851
"ENSG00000137726","FXYD6","protein_coding",852.633333333333
"ENSG00000104964","TLE5","protein_coding",853.1
"ENSG00000121753","ADGRB2","protein_coding",857.033333333333
"ENSG00000110651","CD81","protein_coding",857.533333333333
"ENSG00000147403","RPL10","protein_coding",857.866666666667
"ENSG00000067225","PKM","protein_coding",861.566666666667
"ENSG00000182768","NGRN","protein_coding",864.833333333333
"ENSG00000134590","RTL8C","protein_coding",865.1
"ENSG00000054356","PTPRN","protein_coding",868.566666666667
"ENSG00000138078","PREPL","protein_coding",870.766666666667
"ENSG00000169020","ATP5ME","protein_coding",870.8
"ENSG00000131100","ATP6V1E1","protein_coding",873.066666666667
"ENSG00000089220","PEBP1","protein_coding",874.8
"ENSG00000134287","ARF3","protein_coding",878.166666666667
"ENSG00000157087","ATP2B2","protein_coding",882.1
"ENSG00000166780","BMERB1","protein_coding",882.433333333333
"ENSG00000184524","CEND1","protein_coding",884.233333333333
"ENSG00000134419","RPS15A","protein_coding",888.333333333333
"ENSG00000105223","PLD3","protein_coding",889.366666666667
"ENSG00000213190","MLLT11","protein_coding",889.866666666667
"ENSG00000130255","RPL36","protein_coding",890.066666666667
"ENSG00000107758","PPP3CB","protein_coding",891
"ENSG00000137409","MTCH1","protein_coding",891.866666666667
"ENSG00000130643","CALY","protein_coding",891.933333333333
"ENSG00000182220","ATP6AP2","protein_coding",892.933333333333
"ENSG00000171368","TPPP","protein_coding",893.533333333333
"ENSG00000162545","CAMK2N1","protein_coding",893.6
"ENSG00000187514","PTMA","protein_coding",895
"ENSG00000099624","ATP5F1D","protein_coding",895.333333333333
"ENSG00000166165","CKB","protein_coding",897.9
"ENSG00000092096","SLC22A17","protein_coding",897.966666666667
"ENSG00000260032","NORAD","lncRNA",898.6
"ENSG00000174521","TTC9B","protein_coding",899.833333333333
"ENSG00000033627","ATP6V0A1","protein_coding",902.633333333333
"ENSG00000108298","RPL19","protein_coding",909.6
"ENSG00000083845","RPS5","protein_coding",909.866666666667
"ENSG00000197457","STMN3","protein_coding",912.366666666667
"ENSG00000150991","UBC","protein_coding",913.433333333333
"ENSG00000166913","YWHAB","protein_coding",915.033333333333
"ENSG00000071082","RPL31","protein_coding",917
"ENSG00000161203","AP2M1","protein_coding",917.766666666667
"ENSG00000126267","COX6B1","protein_coding",920.3
"ENSG00000166922","SCG5","protein_coding",921.066666666667
"ENSG00000241973","PI4KA","protein_coding",926.233333333333
"ENSG00000172757","CFL1","protein_coding",929.066666666667
"ENSG00000184009","ACTG1","protein_coding",930.433333333333
"ENSG00000138326","RPS24","protein_coding",931
"ENSG00000172348","RCAN2","protein_coding",939.5
"ENSG00000169783","LINGO1","protein_coding",941.933333333333
"ENSG00000196950","SLC39A10","protein_coding",944.833333333333
"ENSG00000129559","NEDD8","protein_coding",946.8
"ENSG00000070087","PFN2","protein_coding",947.366666666667
"ENSG00000063177","RPL18","protein_coding",950.666666666667
"ENSG00000142168","SOD1","protein_coding",954.6
"ENSG00000171867","PRNP","protein_coding",955.666666666667
"ENSG00000175602","CCDC85B","protein_coding",956.866666666667
"ENSG00000104904","OAZ1","protein_coding",965.233333333333
"ENSG00000090266","NDUFB2","protein_coding",972.766666666667
"ENSG00000147604","RPL7","protein_coding",980.066666666667
"ENSG00000100138","SNU13","protein_coding",991.6
"ENSG00000005486","RHBDD2","protein_coding",994.833333333333
"ENSG00000185787","MORF4L1","protein_coding",996.533333333333
"ENSG00000148303","RPL7A","protein_coding",996.666666666667
"ENSG00000132471","WBP2","protein_coding",996.666666666667
"ENSG00000111897","SERINC1","protein_coding",996.8
"ENSG00000133872","SARAF","protein_coding",998.633333333333
"ENSG00000108107","RPL28","protein_coding",999.766666666667
"ENSG00000074800","ENO1","protein_coding",1001.16666666667
"ENSG00000144713","RPL32","protein_coding",1002.4
"ENSG00000168159","RNF187","protein_coding",1003.93333333333
"ENSG00000058404","CAMK2B","protein_coding",1004.56666666667
"ENSG00000197958","RPL12","protein_coding",1007.46666666667
"ENSG00000142534","RPS11","protein_coding",1008.1
"ENSG00000164929","BAALC","protein_coding",1010.1
"ENSG00000178980","SELENOW","protein_coding",1010.76666666667
"ENSG00000171130","ATP6V0E2","protein_coding",1015.4
"ENSG00000174938","SEZ6L2","protein_coding",1017.76666666667
"ENSG00000167526","RPL13","protein_coding",1021.9
"ENSG00000167468","GPX4","protein_coding",1024
"ENSG00000178719","GRINA","protein_coding",1027.53333333333
"ENSG00000105568","PPP2R1A","protein_coding",1032.86666666667
"ENSG00000107223","EDF1","protein_coding",1034.2
"ENSG00000158828","PINK1","protein_coding",1035.96666666667
"ENSG00000168000","BSCL2","protein_coding",1037.13333333333
"ENSG00000127445","PIN1","protein_coding",1039.23333333333
"ENSG00000180354","MTURN","protein_coding",1040.16666666667
"ENSG00000164076","CAMKV","protein_coding",1042.93333333333
"ENSG00000008735","MAPK8IP2","protein_coding",1045.73333333333
"ENSG00000090238","YPEL3","protein_coding",1047.73333333333
"ENSG00000176956","LY6H","protein_coding",1049.26666666667
"ENSG00000162244","RPL29","protein_coding",1051.73333333333
"ENSG00000132718","SYT11","protein_coding",1053.63333333333
"ENSG00000170296","GABARAP","protein_coding",1054.5
"ENSG00000130294","KIF1A","protein_coding",1057.8
"ENSG00000198034","RPS4X","protein_coding",1061
"ENSG00000108309","RUNDC3A","protein_coding",1068.9
"ENSG00000117410","ATP6V0B","protein_coding",1069
"ENSG00000243678","NME2","protein_coding",1070.93333333333
"ENSG00000078902","TOLLIP","protein_coding",1071.5
"ENSG00000163682","RPL9","protein_coding",1076.6
"ENSG00000105640","RPL18A","protein_coding",1081.53333333333
"ENSG00000221983","UBA52","protein_coding",1082.8
"ENSG00000147684","NDUFB9","protein_coding",1084.86666666667
"ENSG00000105372","RPS19","protein_coding",1088.33333333333
"ENSG00000168653","NDUFS5","protein_coding",1088.76666666667
"ENSG00000174886","NDUFA11","protein_coding",1095
"ENSG00000133112","TPT1","protein_coding",1095.33333333333
"ENSG00000172247","C1QTNF4","protein_coding",1095.43333333333
"ENSG00000188846","RPL14","protein_coding",1095.5
"ENSG00000042753","AP2S1","protein_coding",1097.23333333333
"ENSG00000154027","AK5","protein_coding",1100.56666666667
"ENSG00000105290","APLP1","protein_coding",1103.96666666667
"ENSG00000177600","RPLP2","protein_coding",1104.8
"ENSG00000166448","TMEM130","protein_coding",1106.83333333333
"ENSG00000143774","GUK1","protein_coding",1108.86666666667
"ENSG00000185818","NAT8L","protein_coding",1108.86666666667
"ENSG00000182899","RPL35A","protein_coding",1112.4
"ENSG00000164733","CTSB","protein_coding",1112.53333333333
"ENSG00000117984","CTSD","protein_coding",1118.2
"ENSG00000107281","NPDC1","protein_coding",1122.46666666667
"ENSG00000129625","REEP5","protein_coding",1122.7
"ENSG00000243449","C4orf48","protein_coding",1131.56666666667
"ENSG00000105701","FKBP8","protein_coding",1134.5
"ENSG00000172270","BSG","protein_coding",1139.7
"ENSG00000203879","GDI1","protein_coding",1139.86666666667
"ENSG00000219200","RNASEK","protein_coding",1148.5
"ENSG00000154723","ATP5PF","protein_coding",1150.33333333333
"ENSG00000140319","SRP14","protein_coding",1157.3
"ENSG00000166313","APBB1","protein_coding",1159.93333333333
"ENSG00000168028","RPSA","protein_coding",1161.86666666667
"ENSG00000161016","RPL8","protein_coding",1166.3
"ENSG00000186010","NDUFA13","protein_coding",1166.83333333333
"ENSG00000133612","AGAP3","protein_coding",1166.93333333333
"ENSG00000054148","PHPT1","protein_coding",1168.16666666667
"ENSG00000089693","MLF2","protein_coding",1170.4
"ENSG00000122545","SEPTIN7","protein_coding",1172.93333333333
"ENSG00000151366","NDUFC2","protein_coding",1187.83333333333
"ENSG00000105270","CLIP3","protein_coding",1189.1
"ENSG00000152082","MZT2B","protein_coding",1199.73333333333
"ENSG00000170889","RPS9","protein_coding",1204.43333333333
"ENSG00000174444","RPL4","protein_coding",1211.86666666667
"ENSG00000197746","PSAP","protein_coding",1216
"ENSG00000196531","NACA","protein_coding",1216.46666666667
"ENSG00000108953","YWHAE","protein_coding",1231.86666666667
"ENSG00000173812","EIF1","protein_coding",1232.03333333333
"ENSG00000182196","ARL6IP4","protein_coding",1242.96666666667
"ENSG00000130748","TMEM160","protein_coding",1245.43333333333
"ENSG00000105404","RABAC1","protein_coding",1246.33333333333
"ENSG00000144567","RETREG2","protein_coding",1255.8
"ENSG00000174748","RPL15","protein_coding",1262.6
"ENSG00000126934","MAP2K2","protein_coding",1296.9
"ENSG00000109180","OCIAD1","protein_coding",1297.73333333333
"ENSG00000100316","RPL3","protein_coding",1304.8
"ENSG00000140988","RPS2","protein_coding",1314.9
"ENSG00000173726","TOMM20","protein_coding",1320.2
"ENSG00000078369","GNB1","protein_coding",1325.53333333333
"ENSG00000140990","NDUFB10","protein_coding",1326.8
"ENSG00000099795","NDUFB7","protein_coding",1339.8
"ENSG00000123349","PFDN5","protein_coding",1359.33333333333
"ENSG00000198832","SELENOM","protein_coding",1426.93333333333
"ENSG00000145362","ANK2","protein_coding",1438.73333333333
"ENSG00000168481","LGI3","protein_coding",1453.73333333333
