"","1","2","3","4","5","6","7","8","9"
"16","TPM2_ENSG00000198467","AHCYL1_ENSG00000168710","LTK_ENSG00000062524","GAL_ENSG00000069482","RASGRF2_ENSG00000113319","RNASE1_ENSG00000129538","SLC17A7_ENSG00000104888","ALDOC_ENSG00000109107","TF_ENSG00000091513"
"17","BGN_ENSG00000182492","MT1G_ENSG00000125144","NEUROD1_ENSG00000162992","NAP1L5_ENSG00000177432","GPX3_ENSG00000211445","CNTN2_ENSG00000184144","HS3ST2_ENSG00000122254","ANXA6_ENSG00000197043","LPAR1_ENSG00000198121"
"18","CRIP1_ENSG00000213145","MT-ATP6_ENSG00000198899","ITPKA_ENSG00000137825","HPCA_ENSG00000121905","MET_ENSG00000105976","PAQR6_ENSG00000160781","NR4A2_ENSG00000153234","HSPA8_ENSG00000109971","SEMA3E_ENSG00000170381"
"19","VIM_ENSG00000026025","AL627171.2_ENSG00000282885","HOPX_ENSG00000171476","STMN1_ENSG00000117632","AC103681.2_ENSG00000254664","ELOVL1_ENSG00000066322","CTXN1_ENSG00000178531","LIMK1_ENSG00000106683","SHTN1_ENSG00000187164"
"20","IFITM3_ENSG00000142089","FABP7_ENSG00000164434","CALB2_ENSG00000172137","GNA15_ENSG00000060558","PIN1_ENSG00000127445","MAG_ENSG00000105695","MREG_ENSG00000118242","PRDX2_ENSG00000167815","MAG_ENSG00000105695"
"21","HBB_ENSG00000244734","CLU_ENSG00000120885","CYP46A1_ENSG00000036530","SYT1_ENSG00000067715","LINC02433_ENSG00000234111","SELENOP_ENSG00000250722","GALNT14_ENSG00000158089","EPDR1_ENSG00000086289","SOX2-OT_ENSG00000242808"
"22","MUSTN1_ENSG00000272573","MT-CYB_ENSG00000198727","LINC00507_ENSG00000256193","HS3ST2_ENSG00000122254","HAPLN4_ENSG00000187664","ENPP2_ENSG00000136960","KRT17_ENSG00000128422","TUBB3_ENSG00000258947","TP53INP2_ENSG00000078804"
"23","C11orf96_ENSG00000187479","ENHO_ENSG00000168913","AC103681.2_ENSG00000254664","SNCA_ENSG00000145335","C11orf87_ENSG00000185742","NENF_ENSG00000117691","B3GALT2_ENSG00000162630","HSPA12A_ENSG00000165868","PTP4A2_ENSG00000184007"
"24","MGP_ENSG00000111341","MT-ND3_ENSG00000198840","PPP3CA_ENSG00000138814","CYP26B1_ENSG00000003137","NRXN1_ENSG00000179915","LHPP_ENSG00000107902","SNCA_ENSG00000145335","MDH1_ENSG00000014641","DBNDD2_ENSG00000244274"
"25","SERPING1_ENSG00000149131","ALDH2_ENSG00000111275","ATP2B1_ENSG00000070961","IFITM10_ENSG00000244242","TSC22D1_ENSG00000102804","QKI_ENSG00000112531","STIM1_ENSG00000167323","CAPNS1_ENSG00000126247","TMEM144_ENSG00000164124"
"26","ADIRF_ENSG00000148671","AP1S2_ENSG00000182287","AC122707.1_ENSG00000248285","NREP_ENSG00000134986","CTXN3_ENSG00000205279","GPRC5B_ENSG00000167191","GNG2_ENSG00000186469","PGK1_ENSG00000102144","MAL_ENSG00000172005"
"27","FRZB_ENSG00000162998","GSTM5_ENSG00000134201","ART3_ENSG00000156219","TOX_ENSG00000198846","COL5A2_ENSG00000204262","SLAIN1_ENSG00000139737","PRKCB_ENSG00000166501","GAP43_ENSG00000172020","MOG_ENSG00000204655"
"28","B2M_ENSG00000166710","LINC00632_ENSG00000203930","SOWAHA_ENSG00000198944","TSHZ2_ENSG00000182463","CALB1_ENSG00000104327","LAMP2_ENSG00000005893","ATP2B1_ENSG00000070961","GAPDH_ENSG00000111640","NKX6-2_ENSG00000148826"
"29","IGFBP7_ENSG00000163453","MT-CO3_ENSG00000198938","FREM3_ENSG00000183090","LINC01140_ENSG00000267272","NSG2_ENSG00000170091","CERS2_ENSG00000143418","SV2B_ENSG00000185518","KCNA2_ENSG00000177301","HIPK2_ENSG00000064393"
"30","S100A4_ENSG00000196154","SLC1A2_ENSG00000110436","SERPINE2_ENSG00000135919","FEZF2_ENSG00000153266","CUX2_ENSG00000111249","TMEM144_ENSG00000164124","MMD_ENSG00000108960","STMN2_ENSG00000104435","ENPP2_ENSG00000136960"
"31","DCN_ENSG00000011465","MTRNR2L10_ENSG00000256045","DDRGK1_ENSG00000198171","IPCEF1_ENSG00000074706","PCDH8_ENSG00000136099","PPP1R14A_ENSG00000167641","UBE2QL1_ENSG00000215218","LMO4_ENSG00000143013","CLDN11_ENSG00000013297"
"32","COL18A1_ENSG00000182871","AGT_ENSG00000135744","CARTPT_ENSG00000164326","NGRN_ENSG00000182768","LINC00507_ENSG00000256193","CARNS1_ENSG00000172508","CPLX2_ENSG00000145920","PKM_ENSG00000067225","DIRAS2_ENSG00000165023"
"33","TM4SF1_ENSG00000169908","MT-CO2_ENSG00000198712","NCDN_ENSG00000020129","TUBA1B_ENSG00000123416","NSG1_ENSG00000168824","CLDN11_ENSG00000013297","SLC35F1_ENSG00000196376","UCHL1_ENSG00000154277","SPP1_ENSG00000118785"
"34","MFAP4_ENSG00000166482","NTRK2_ENSG00000148053","STXBP6_ENSG00000168952","SNAP25_ENSG00000132639","LINC02552_ENSG00000256422","EVI2A_ENSG00000126860","GNAO1_ENSG00000087258","SNCG_ENSG00000173267","PPP1R14A_ENSG00000167641"
"35","C7_ENSG00000112936","SNORC_ENSG00000182600","HS6ST1_ENSG00000136720","PCP4L1_ENSG00000248485","LZTS3_ENSG00000088899","SIRT2_ENSG00000068903","DOC2A_ENSG00000149927","COL5A2_ENSG00000204262","HSPA2_ENSG00000126803"
"36","S100A6_ENSG00000197956","METRN_ENSG00000103260","HS6ST3_ENSG00000185352","ATP6V1A_ENSG00000114573","PRAG1_ENSG00000275342","BTBD16_ENSG00000138152","SLIT1_ENSG00000187122","TPBG_ENSG00000146242","FA2H_ENSG00000103089"
"37","FBLN5_ENSG00000140092","ATP1A2_ENSG00000018625","THSD7A_ENSG00000005108","UBE2QL1_ENSG00000215218","SPON2_ENSG00000159674","AIF1L_ENSG00000126878","SSTR2_ENSG00000180616","ATP5F1B_ENSG00000110955","MYRF_ENSG00000124920"
"38","CALD1_ENSG00000122786","MAN1A2_ENSG00000198162","RCN1_ENSG00000049449","STMN2_ENSG00000104435","GAP43_ENSG00000172020","SEPTIN4_ENSG00000108387","CCK_ENSG00000187094","TUBA1B_ENSG00000123416","TLE4_ENSG00000106829"
"39","HLA-C_ENSG00000204525","FAM107A_ENSG00000168309","ARNT2_ENSG00000172379","ETV1_ENSG00000006468","CKB_ENSG00000166165","MBP_ENSG00000197971","SYT1_ENSG00000067715","INA_ENSG00000148798","PMP22_ENSG00000109099"
"40","TIMP3_ENSG00000100234","SPARC_ENSG00000113140","KCNIP2_ENSG00000120049","SYNGR1_ENSG00000100321","NEUROD1_ENSG00000162992","TTYH2_ENSG00000141540","CLSTN2_ENSG00000158258","KLC2_ENSG00000174996","PHLDB1_ENSG00000019144"
"41","NOTCH3_ENSG00000074181","MT2A_ENSG00000125148","NGEF_ENSG00000066248","FAM3C_ENSG00000196937","CHL1_ENSG00000134121","NKX6-2_ENSG00000148826","SYT4_ENSG00000132872","ATP13A2_ENSG00000159363","AC008505.1_ENSG00000283462"
"42","MRGPRF_ENSG00000172935","AL031056.1_ENSG00000228408","MRTFB_ENSG00000186260","HCFC1R1_ENSG00000103145","NTNG1_ENSG00000162631","MARCKSL1_ENSG00000175130","PI4KA_ENSG00000241973","PVALB_ENSG00000100362","FAM107B_ENSG00000065809"
"43","DUSP1_ENSG00000120129","SLC1A3_ENSG00000079215","PTGES_ENSG00000148344","CLSTN2_ENSG00000158258","NEGR1_ENSG00000172260","SHTN1_ENSG00000187164","ISLR2_ENSG00000167178","GABRD_ENSG00000187730","KLK6_ENSG00000167755"
"44","ANXA2_ENSG00000182718","MSX1_ENSG00000163132","CBLN2_ENSG00000141668","NDRG4_ENSG00000103034","ACSL3_ENSG00000123983","MYRF_ENSG00000124920","SEMA3A_ENSG00000075213","SV2C_ENSG00000122012","RNASE1_ENSG00000129538"
"45","LMOD1_ENSG00000163431","S100A13_ENSG00000189171","CAMKV_ENSG00000164076","CDK14_ENSG00000058091","RGS4_ENSG00000117152","ERMN_ENSG00000136541","THY1_ENSG00000154096","MGST3_ENSG00000143198","TTYH2_ENSG00000141540"
"46","IFITM2_ENSG00000185201","MLC1_ENSG00000100427","CUX2_ENSG00000111249","SNRPN_ENSG00000128739","LPL_ENSG00000175445","CBR1_ENSG00000159228","LY6H_ENSG00000176956","OXR1_ENSG00000164830","GALNT6_ENSG00000139629"
"47","OGN_ENSG00000106809","AQP4_ENSG00000171885","NECAB2_ENSG00000103154","NAPB_ENSG00000125814","CAMK2A_ENSG00000070808","CRYAB_ENSG00000109846","ATP2B4_ENSG00000058668","GHITM_ENSG00000165678","ANLN_ENSG00000011426"
"48","FMOD_ENSG00000122176","GLUL_ENSG00000135821","SLC24A4_ENSG00000140090","RCSD1_ENSG00000198771","TESPA1_ENSG00000135426","CD9_ENSG00000010278","CADPS_ENSG00000163618","CLTC_ENSG00000141367","SLCO1A2_ENSG00000084453"
"49","COL6A2_ENSG00000142173","MT1E_ENSG00000169715","CHRNA2_ENSG00000120903","OTOA_ENSG00000155719","ASB2_ENSG00000100628","OPALIN_ENSG00000197430","NTNG2_ENSG00000196358","GAL_ENSG00000069482","AC092958.1_ENSG00000239922"
"50","YBX3_ENSG00000060138","FAM167A_ENSG00000154319","PSD3_ENSG00000156011","CD52_ENSG00000169442","CNTNAP2_ENSG00000174469","ERBB3_ENSG00000065361","PPP3CB_ENSG00000107758","EPB41L3_ENSG00000082397","WIPF1_ENSG00000115935"
"51","ESAM_ENSG00000149564","CPE_ENSG00000109472","MEG3_ENSG00000214548","CCDC68_ENSG00000166510","SLC30A3_ENSG00000115194","PHLDB1_ENSG00000019144","PTPRU_ENSG00000060656","IGFBP2_ENSG00000115457","PLAAT3_ENSG00000176485"
"52","TINAGL1_ENSG00000142910","ID4_ENSG00000172201","MAN1A1_ENSG00000111885","LDHA_ENSG00000134333","CBLN4_ENSG00000054803","OLIG1_ENSG00000184221","TBR1_ENSG00000136535","SOD1_ENSG00000142168","HS3ST4_ENSG00000182601"
"53","CAVIN1_ENSG00000177469","SOX2_ENSG00000181449","SHISA8_ENSG00000234965","MOAP1_ENSG00000165943","VSTM2A_ENSG00000170419","PLEKHB1_ENSG00000021300","CREG2_ENSG00000175874","PRDX5_ENSG00000126432","FILIP1_ENSG00000118407"
"54","JAG1_ENSG00000101384","PON2_ENSG00000105854","PPFIA2_ENSG00000139220","ELAVL4_ENSG00000162374","NRGN_ENSG00000154146","MOBP_ENSG00000168314","CIDEA_ENSG00000176194","COX5A_ENSG00000178741","CA14_ENSG00000118298"
"55","ITIH2_ENSG00000151655","FAT1_ENSG00000083857","YJEFN3_ENSG00000250067","SNCG_ENSG00000173267","SNX3_ENSG00000112335","GPR37_ENSG00000170775","CX3CL1_ENSG00000006210","SELENOH_ENSG00000211450","DAPK2_ENSG00000035664"
"56","SRGN_ENSG00000122862","DBI_ENSG00000155368","DACT1_ENSG00000165617","KCNAB1_ENSG00000169282","OLFM1_ENSG00000130558","CNDP1_ENSG00000150656","STK32C_ENSG00000165752","ISCU_ENSG00000136003","RASSF2_ENSG00000101265"
"57","CYP1B1_ENSG00000138061","SLC6A1_ENSG00000157103","DGKB_ENSG00000136267","GRIN3A_ENSG00000198785","NEFM_ENSG00000104722","MAL_ENSG00000172005","RXFP1_ENSG00000171509","NSF_ENSG00000073969","OLIG1_ENSG00000184221"
"58","CNN2_ENSG00000064666","PLCG2_ENSG00000197943","LMO3_ENSG00000048540","ABCC12_ENSG00000140798","CHN1_ENSG00000128656","SEMA3B_ENSG00000012171","NNAT_ENSG00000053438","VIPR2_ENSG00000106018","SCD_ENSG00000099194"
"59","CFH_ENSG00000000971","SLC25A23_ENSG00000125648","FFAR4_ENSG00000186188","HRK_ENSG00000135116","GRB14_ENSG00000115290","PTP4A2_ENSG00000184007","PEX5L_ENSG00000114757","PHLDA2_ENSG00000181649","AC016597.1_ENSG00000261329"
"60","TAGLN2_ENSG00000158710","MALAT1_ENSG00000251562","BATF3_ENSG00000123685","RORB_ENSG00000198963","EMILIN3_ENSG00000183798","CMTM5_ENSG00000166091","RASGRP1_ENSG00000172575","GABRA1_ENSG00000022355","CARNS1_ENSG00000172508"
"61","ZFP36_ENSG00000128016","MT1F_ENSG00000198417","MFSD4A_ENSG00000174514","CAMK2G_ENSG00000148660","HS6ST3_ENSG00000185352","UGT8_ENSG00000174607","SEMA3E_ENSG00000170381","SCN1A_ENSG00000144285","GJB1_ENSG00000169562"
"62","TBX18_ENSG00000112837","MTRNR2L8_ENSG00000255823","KCNH4_ENSG00000089558","OAT_ENSG00000065154","RCAN2_ENSG00000172348","SUN2_ENSG00000100242","FILIP1_ENSG00000118407","PIN1_ENSG00000127445","PAIP2B_ENSG00000124374"
"63","CXCL12_ENSG00000107562","GJA1_ENSG00000152661","FKBP1A_ENSG00000088832","SYP_ENSG00000102003","SNN_ENSG00000184602","FA2H_ENSG00000103089","TUBB2A_ENSG00000137267","GNG3_ENSG00000162188","SEPTIN4_ENSG00000108387"
"64","FXYD5_ENSG00000089327","LGALS3_ENSG00000131981","AL583827.1_ENSG00000285634","FRMPD2_ENSG00000170324","NOS2_ENSG00000007171","MOG_ENSG00000204655","KLC1_ENSG00000126214","TPI1_ENSG00000111669","FGF1_ENSG00000113578"
"65","DEPP1_ENSG00000165507","MT1H_ENSG00000205358","VSTM2A_ENSG00000170419","NAP1L3_ENSG00000186310","KCNA2_ENSG00000177301","ANLN_ENSG00000011426","SYN2_ENSG00000157152","NTNG1_ENSG00000162631","PLEKHB1_ENSG00000021300"
"66","FBLN1_ENSG00000077942","EMX2_ENSG00000170370","RAB40B_ENSG00000141542","MKX_ENSG00000150051","LRRC2_ENSG00000163827","TP53TG5_ENSG00000124251","RAP1GAP2_ENSG00000132359","DYNLT3_ENSG00000165169","PLLP_ENSG00000102934"
"67","AHNAK_ENSG00000124942","ADGRV1_ENSG00000164199","EGR2_ENSG00000122877","RPRM_ENSG00000177519","DBNDD1_ENSG00000003249","GLDN_ENSG00000186417","DYNLL1_ENSG00000088986","PNKD_ENSG00000127838","FOLH1_ENSG00000086205"
"68","CRIM1_ENSG00000150938","GPR37L1_ENSG00000170075","LINC02552_ENSG00000256422","TOLLIP_ENSG00000078902","FBLN7_ENSG00000144152","FGFR2_ENSG00000066468","NGEF_ENSG00000066248","MAP1LC3B_ENSG00000140941","LHPP_ENSG00000107902"
"69","SOD3_ENSG00000109610","RAB31_ENSG00000168461","GPM6A_ENSG00000150625","ENO2_ENSG00000111674","TMX4_ENSG00000125827","GSN_ENSG00000148180","CPNE5_ENSG00000124772","MET_ENSG00000105976","EVI2A_ENSG00000126860"
"70","MALAT1_ENSG00000251562","DLGAP1-AS1_ENSG00000177337","LZTS3_ENSG00000088899","PNMA8B_ENSG00000204851","CTSB_ENSG00000164733","WIPF1_ENSG00000115935","GRIK3_ENSG00000163873","HAPLN4_ENSG00000187664","AL359091.1_ENSG00000207955"
"71","HSPG2_ENSG00000142798","APOE_ENSG00000130203","NPPA_ENSG00000175206","GRM8_ENSG00000179603","GABRA1_ENSG00000022355","EFHD1_ENSG00000115468","LDHA_ENSG00000134333","LYNX1_ENSG00000180155","ICOSLG_ENSG00000160223"
"72","ECSCR_ENSG00000249751","RPS24_ENSG00000138326","CNR1_ENSG00000118432","PHACTR1_ENSG00000112137","ENSA_ENSG00000143420","HSPA2_ENSG00000126803","FKBP1A_ENSG00000088832","RHEB_ENSG00000106615","CCNE2_ENSG00000175305"
"73","FOS_ENSG00000170345","SLC39A12_ENSG00000148482","SYNGAP1_ENSG00000197283","LMO1_ENSG00000166407","SLC12A5_ENSG00000124140","LRP2_ENSG00000081479","SPOCK1_ENSG00000152377","GOT1_ENSG00000120053","CNTN2_ENSG00000184144"
"74","BTG2_ENSG00000159388","MTRNR2L1_ENSG00000256618","HPCA_ENSG00000121905","BASP1_ENSG00000176788","FAM81A_ENSG00000157470","JAM3_ENSG00000166086","ANXA1_ENSG00000135046","SH3GL2_ENSG00000107295","C1orf198_ENSG00000119280"
"75","PABPC1_ENSG00000070756","ADD3_ENSG00000148700","SNN_ENSG00000184602","CDH7_ENSG00000081138","NEFL_ENSG00000277586","PLEKHH1_ENSG00000054690","UGP2_ENSG00000169764","SORL1_ENSG00000137642","DNAH17_ENSG00000187775"
"76","COLEC12_ENSG00000158270","MT1M_ENSG00000205364","CRIP2_ENSG00000182809","PCSK1_ENSG00000175426","SERPINI1_ENSG00000163536","LAMP1_ENSG00000185896","PDZRN4_ENSG00000165966","HMOX2_ENSG00000103415","TMEM235_ENSG00000204278"
"77","FN1_ENSG00000115414","PRDX6_ENSG00000117592","SYTL5_ENSG00000147041","RTN3_ENSG00000133318","GNG13_ENSG00000127588","SCD_ENSG00000099194","NAPB_ENSG00000125814","NME2_ENSG00000243678","CTNNA3_ENSG00000183230"
"78","ITIH5_ENSG00000123243","CDK2AP1_ENSG00000111328","RGS12_ENSG00000159788","GPRASP1_ENSG00000198932","AC007953.2_ENSG00000270321","FTH1_ENSG00000167996","CCND2_ENSG00000118971","DSTN_ENSG00000125868","KIF1C_ENSG00000129250"
"79","CLEC3B_ENSG00000163815","EZR_ENSG00000092820","CDK5R1_ENSG00000176749","IQSEC1_ENSG00000144711","TPBG_ENSG00000146242","LPAR1_ENSG00000198121","ADGRB2_ENSG00000121753","UQCRH_ENSG00000173660","CDC42EP1_ENSG00000128283"
"80","COL1A1_ENSG00000108821","LINC01411_ENSG00000249306","TMEM132E_ENSG00000181291","SLC24A2_ENSG00000155886","PTK2B_ENSG00000120899","FGF1_ENSG00000113578","PRRT2_ENSG00000167371","ATP6V1B2_ENSG00000147416","NINJ2_ENSG00000171840"
"81","TPT1_ENSG00000133112","FXYD1_ENSG00000266964","HTR3B_ENSG00000149305","SPHKAP_ENSG00000153820","CADM3_ENSG00000162706","HPN-AS1_ENSG00000227392","HS3ST4_ENSG00000182601","GPR6_ENSG00000146360","LIPE_ENSG00000079435"
"82","HSPB1_ENSG00000106211","RGS12_ENSG00000159788","VIP_ENSG00000146469","DIRAS2_ENSG00000165023","ATP1A1_ENSG00000163399","SOX8_ENSG00000005513","TMSB10_ENSG00000034510","TNNT2_ENSG00000118194","CNDP1_ENSG00000150656"
"83","OLFML2A_ENSG00000185585","LRP4_ENSG00000134569","LINC02263_ENSG00000228358","G3BP2_ENSG00000138757","CBLN2_ENSG00000141668","ADAMTS4_ENSG00000158859","CYP26A1_ENSG00000095596","YWHAH_ENSG00000128245","TYMS_ENSG00000176890"
"84","FBLN2_ENSG00000163520","GPM6B_ENSG00000046653","RGS8_ENSG00000135824","SORL1_ENSG00000137642","RBP4_ENSG00000138207","LIPA_ENSG00000107798","CELF4_ENSG00000101489","CNTNAP2_ENSG00000174469","GJC2_ENSG00000198835"
"85","RBPMS_ENSG00000157110","CNR1_ENSG00000118432","RTN4_ENSG00000115310","SLC30A3_ENSG00000115194","KCNH5_ENSG00000140015","LINC00844_ENSG00000237949","CSGALNACT1_ENSG00000147408","MFGE8_ENSG00000140545","LINC00844_ENSG00000237949"
"86","CAV1_ENSG00000105974","MYBPC1_ENSG00000196091","GRIA4_ENSG00000152578","CPLX1_ENSG00000168993","VSNL1_ENSG00000163032","BCAS1_ENSG00000064787","WASF1_ENSG00000112290","NAPA_ENSG00000105402","GPR37_ENSG00000170775"
"87","JUNB_ENSG00000171223","METTL7A_ENSG00000185432","CAMK4_ENSG00000152495","PFN2_ENSG00000070087","POU3F1_ENSG00000185668","FOLH1_ENSG00000086205","SH3GL2_ENSG00000107295","ATP5F1D_ENSG00000099624","PRR18_ENSG00000176381"
"88","AEBP1_ENSG00000106624","GFAP_ENSG00000131095","ICAM5_ENSG00000105376","AL353709.1_ENSG00000287364","ST6GALNAC5_ENSG00000117069","CERCAM_ENSG00000167123","HLF_ENSG00000108924","ATP5F1A_ENSG00000152234","PLEKHH1_ENSG00000054690"
"89","PTN_ENSG00000105894","SLC3A2_ENSG00000168003","TAFA2_ENSG00000198673","SULT4A1_ENSG00000130540","CALM1_ENSG00000198668","GJB1_ENSG00000169562","GNB4_ENSG00000114450","SULT4A1_ENSG00000130540","PACC1_ENSG00000065600"
"90","ABCG2_ENSG00000118777","NDRG2_ENSG00000165795","PDZD2_ENSG00000133401","MTCH1_ENSG00000137409","PPP2R2C_ENSG00000074211","ITGA2_ENSG00000164171","FOXP2_ENSG00000128573","CPLX1_ENSG00000168993","COL4A5_ENSG00000188153"
"91","LTBP1_ENSG00000049323","RPS21_ENSG00000171858","FBLN7_ENSG00000144152","GABRA5_ENSG00000186297","UBXN10_ENSG00000162543","WNK1_ENSG00000060237","SLC24A2_ENSG00000155886","PFKM_ENSG00000152556","NPTX1_ENSG00000171246"
"92","PRELP_ENSG00000188783","FADS2_ENSG00000134824","LIME1_ENSG00000203896","SLC17A7_ENSG00000104888","CREG2_ENSG00000175874","CNTNAP4_ENSG00000152910","YWHAB_ENSG00000166913","NDUFV2_ENSG00000178127","RNF130_ENSG00000113269"
"93","GNG11_ENSG00000127920","RGR_ENSG00000148604","SOX1_ENSG00000182968","FOXP2_ENSG00000128573","KCNIP4_ENSG00000185774","HAPLN2_ENSG00000132702","PPP3CA_ENSG00000138814","ENO2_ENSG00000111674","NDRG1_ENSG00000104419"
"94","VAMP5_ENSG00000168899","PHYHD1_ENSG00000175287","SLC24A3_ENSG00000185052","YWHAG_ENSG00000170027","BTBD8_ENSG00000189195","NDRG1_ENSG00000104419","BASP1_ENSG00000176788","NRGN_ENSG00000154146","ELOVL1_ENSG00000066322"
"95","KLF2_ENSG00000127528","ACBD7_ENSG00000176244","PRRT2_ENSG00000167371","CELF4_ENSG00000101489","DLGAP1_ENSG00000170579","HDAC11_ENSG00000163517","NUDT4_ENSG00000173598","RIT2_ENSG00000152214","TUBA1A_ENSG00000167552"
"96","C1S_ENSG00000182326","MSI2_ENSG00000153944","GPR88_ENSG00000181656","EVL_ENSG00000196405","PTPRK_ENSG00000152894","CDKN1C_ENSG00000129757","MAP1B_ENSG00000131711","SLC17A6_ENSG00000091664","TMEM63A_ENSG00000196187"
"97","ID3_ENSG00000117318","ATP1B2_ENSG00000129244","GNG2_ENSG00000186469","LIMK1_ENSG00000106683","PHYHIP_ENSG00000168490","KLK6_ENSG00000167755","KALRN_ENSG00000160145","RTN3_ENSG00000133318","SUN2_ENSG00000100242"
"98","GJA4_ENSG00000187513","LIX1_ENSG00000145721","RBP4_ENSG00000138207","VDAC3_ENSG00000078668","SLC17A6_ENSG00000091664","CSRP1_ENSG00000159176","LRP1B_ENSG00000168702","SCRT2_ENSG00000215397","B3GALT2_ENSG00000162630"
"99","RAMP2_ENSG00000131477","TMBIM6_ENSG00000139644","PNCK_ENSG00000130822","GOT1_ENSG00000120053","VGF_ENSG00000128564","RNF130_ENSG00000113269","ARPP19_ENSG00000128989","SLC25A3_ENSG00000075415","SLAIN1_ENSG00000139737"
"100","VWF_ENSG00000110799","C5orf63_ENSG00000164241","GRIK1_ENSG00000171189","KIF17_ENSG00000117245","BAIAP3_ENSG00000007516","CAPN3_ENSG00000092529","VPS13D_ENSG00000048707","CEND1_ENSG00000184524","HHIP_ENSG00000164161"
"101","S100A10_ENSG00000197747","F3_ENSG00000117525","PNMA5_ENSG00000198883","CD24_ENSG00000272398","SCRT2_ENSG00000215397","MAP4K4_ENSG00000071054","TMEM59L_ENSG00000105696","CABP1_ENSG00000157782","BOK_ENSG00000176720"
