"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","results"
"11",11,"enrichment","anterior","HSP90AA1",6.71399750740411,1.71415801380531e-10,1.27740859565629e-07,9616,"ENSG00000080824","c(""anterior_top11""; ""anterior-middle_top10""; ""anterior-posterior_top19"")"
"12",12,"enrichment","anterior","MTRNR2L6",6.63737712099014,2.6390201223188e-10,1.77932790056723e-07,5617,"ENSG00000270672","c(""anterior_top12""; ""anterior-middle_top7"")"
"13",13,"enrichment","anterior","SEC62",6.56473754502719,3.9616456780023e-10,2.54967914340157e-07,2997,"ENSG00000008952","c(""anterior_top13""; ""anterior-posterior_top12"")"
"14",14,"enrichment","anterior","MORF4L1",6.42699306732685,8.4940646526949e-10,4.62567159298104e-07,10004,"ENSG00000185787","c(""anterior_top14""; ""anterior-middle_top15""; ""anterior-posterior_top18"")"
"15",15,"enrichment","anterior","LMO4",6.41050301071834,9.29981191065306e-10,4.8768902534421e-07,612,"ENSG00000143013","c(""anterior_top15""; ""anterior-posterior_top10"")"
"16",16,"enrichment","anterior","MTRNR2L11",6.12793978239761,4.29361641932137e-09,1.8997910900366e-06,1364,"ENSG00000270188","c(""anterior_top16""; ""anterior-middle_top12"")"
"17",17,"enrichment","anterior","NUCKS1",6.10919799327024,4.74463293110172e-09,2.03573508095361e-06,1192,"ENSG00000069275","c(""anterior_top17""; ""anterior-posterior_top8"")"
"18",18,"enrichment","anterior","RAC1",6.08404588680523,5.42353883134752e-09,2.25858489156028e-06,5073,"ENSG00000136238","c(""anterior_top18""; ""anterior-posterior_top16"")"
"19",19,"enrichment","anterior","ANKRD12",6.02834066457987,7.28375204233041e-09,2.71119352223115e-06,11619,"ENSG00000101745","c(""anterior_top19""; ""anterior-posterior_top15"")"
"20",20,"enrichment","anterior","PSIP1",6.02361141285726,7.46779768112259e-09,2.71119352223115e-06,6266,"ENSG00000164985","c(""anterior_top20""; ""anterior-middle_top17"")"
"21",21,"enrichment","anterior","TUBA1A",5.95972673705192,1.04481079116385e-08,3.60816487611925e-06,8431,"ENSG00000167552","anterior-middle_top13"
"22",22,"enrichment","anterior","HSP90AB1",5.92742663669895,1.23704201228882e-08,3.89228396711053e-06,4647,"ENSG00000096384","character(0)"
"23",23,"enrichment","anterior","LINC01322",5.87960562110235,1.58667601116131e-08,4.74210552595867e-06,2988,"ENSG00000244128","character(0)"
"24",24,"enrichment","anterior","NFIX",5.87708067758061,1.60760693019293e-08,4.74210552595867e-06,12092,"ENSG00000008441","c(""anterior-middle_top4""; ""posterior-middle_top11""; ""all_top13"")"
"25",25,"enrichment","anterior","PRKAR1A",5.80566377006819,2.32533313053589e-08,6.33161380678032e-06,11410,"ENSG00000108946","character(0)"
"26",26,"enrichment","anterior","NAP1L2",5.74933168243852,3.1045472689343e-08,8.14023792237792e-06,13876,"ENSG00000186462","character(0)"
"27",27,"enrichment","anterior","AL035078.1",5.72822638356048,3.45787669872004e-08,8.90183203221402e-06,7547,"ENSG00000254584","character(0)"
"28",28,"enrichment","anterior","EIF5B",5.71531301804446,3.69312105315209e-08,9.17384227922463e-06,1822,"ENSG00000158417","character(0)"
"29",29,"enrichment","anterior","YWHAB",5.61400372702466,6.16760091073922e-08,1.38614383008185e-05,13011,"ENSG00000166913","character(0)"
"30",30,"enrichment","anterior","MT-ND4",5.59630874918054,6.74120929481649e-08,1.46844280623549e-05,14151,"ENSG00000198886","anterior-posterior_top7"
"31",31,"enrichment","anterior","TGOLN2",5.52389750620452,9.68075492985675e-08,1.98651897176582e-05,1750,"ENSG00000152291","character(0)"
"32",32,"enrichment","anterior","MTRNR2L10",5.51933640836449,9.90288980588498e-08,2.00307166802179e-05,13827,"ENSG00000256045","character(0)"
"33",33,"enrichment","anterior","PPIG",5.49905495827158,1.09522911085959e-07,2.18413365924801e-05,2012,"ENSG00000138398","character(0)"
"34",34,"enrichment","anterior","TSPYL4",5.3902375233799,1.87192191174614e-07,3.487439782686e-05,4836,"ENSG00000187189","character(0)"
"35",35,"enrichment","anterior","PCBP1",5.29305673459112,3.00205983197106e-07,5.1212247181781e-05,1684,"ENSG00000169564","character(0)"
"36",36,"enrichment","anterior","G3BP2",5.2887375125447,3.0653175392542e-07,5.16688464741669e-05,3349,"ENSG00000138757","anterior-middle_top20"
"37",37,"enrichment","anterior","CACNG2",5.25381827003326,3.62659385405415e-07,6.01435255258479e-05,13477,"ENSG00000166862","character(0)"
"38",38,"enrichment","anterior","ATP2B1",5.23007888136088,4.06394132941444e-07,6.46531969473922e-05,8658,"ENSG00000070961","character(0)"
"39",39,"enrichment","anterior","MAP1B",5.14140390320581,6.19791989314276e-07,9.21104310678665e-05,3825,"ENSG00000131711","character(0)"
"40",40,"enrichment","anterior","MTPN",5.13115398381552,6.50562866202223e-07,9.39930573730335e-05,5587,"ENSG00000105887","character(0)"
"41",41,"enrichment","anterior","ZC3H6",5.08485157239447,8.09048491339657e-07,0.000114553175888782,1871,"ENSG00000188177","character(0)"
"42",42,"enrichment","anterior","MALAT1",5.07339019872703,8.5372359959243e-07,0.00011968190541217,7777,"ENSG00000251562","character(0)"
"43",43,"enrichment","anterior","PTMA",5.05349611967556,9.37010867201629e-07,0.000126353684463884,2269,"ENSG00000187514","character(0)"
"44",44,"enrichment","anterior","SYT1",5.02190936810872,1.08567097886098e-06,0.000141027664125621,8638,"ENSG00000067715","character(0)"
"45",45,"enrichment","anterior","ATRX",4.99838813270808,1.21097132862701e-06,0.000155653319324704,13891,"ENSG00000085224","character(0)"
"46",46,"enrichment","anterior","USF1",4.99674142507033,1.22024990783545e-06,0.000155653319324704,996,"ENSG00000158773","character(0)"
"47",47,"enrichment","anterior","YWHAE",4.98154379570078,1.30919791097895e-06,0.000163661649742851,10775,"ENSG00000108953","character(0)"
"48",48,"enrichment","anterior","RPL7",4.97080400752355,1.37580941057664e-06,0.000166496456789356,5959,"ENSG00000147604","character(0)"
"49",49,"enrichment","anterior","APP",4.94913402442491,1.52035097273482e-06,0.000177906193578118,13183,"ENSG00000142192","anterior-middle_top16"
"50",50,"enrichment","anterior","HNRNPL",4.8777416748408,2.10816752448735e-06,0.000242679219343223,12363,"ENSG00000104824","character(0)"
"51",51,"enrichment","anterior","CYB5R3",4.82317345688776,2.7002163739083e-06,0.000294006530220344,13574,"ENSG00000100243","character(0)"
"52",52,"enrichment","anterior","SERINC1",4.73546426214376,4.00239182120969e-06,0.000396961702440232,4858,"ENSG00000111897","character(0)"
"53",53,"enrichment","anterior","ARL6IP1",4.7350858346272,4.00914778225533e-06,0.000396961702440232,10315,"ENSG00000170540","character(0)"
"54",54,"enrichment","anterior","MTRNR2L12",4.72900359338343,4.11925429472014e-06,0.000401635834956104,2727,"ENSG00000269028","character(0)"
"55",55,"enrichment","anterior","DPYSL2",4.71354231602746,4.41244691088153e-06,0.000416505572074478,5802,"ENSG00000092964","character(0)"
"56",56,"enrichment","anterior","RNF11",4.6100973782548,6.95997796356515e-06,0.000600892243817799,485,"ENSG00000123091","character(0)"
"57",57,"enrichment","anterior","HMGB1",4.59227349517289,7.52286415470053e-06,0.000633087304168516,8987,"ENSG00000189403","character(0)"
"58",58,"enrichment","anterior","MT-ND2",4.58470515307578,7.77491245385746e-06,0.000647558737848046,14143,"ENSG00000198763","character(0)"
"59",59,"enrichment","anterior","MT-ATP6",4.49303542339059,1.15519347327714e-05,0.000874672961932144,14147,"ENSG00000198899","anterior-posterior_top17"
"60",60,"enrichment","anterior","C1QTNF4",4.48738382993842,1.18350917182703e-05,0.000886629966343856,7621,"ENSG00000172247","character(0)"
"61",61,"enrichment","anterior","MT-CO3",4.47950992815031,1.22407352383186e-05,0.000903426856400193,14148,"ENSG00000198938","c(""anterior-posterior_top14""; ""middle-posterior_top3"")"
"62",62,"enrichment","anterior","COL6A3",4.45975031565741,1.33183935670707e-05,0.000951989243628834,2289,"ENSG00000163359","character(0)"
"63",63,"enrichment","anterior","PPP3CA",4.44643870162605,1.40951628602915e-05,0.000992902541984414,3434,"ENSG00000138814","character(0)"
"64",64,"enrichment","anterior","EIF4A2",4.35330482091795,2.08817369320744e-05,0.00136250927751724,3071,"ENSG00000156976","character(0)"
"65",65,"enrichment","anterior","MTRNR2L7",4.33314445533573,2.27174425587509e-05,0.00145555270854615,6931,"ENSG00000256892","character(0)"
"66",66,"enrichment","anterior","MT-CYB",4.32079334944597,2.39174392204077e-05,0.00151181706215068,14154,"ENSG00000198727","anterior-posterior_top20"
"67",67,"enrichment","anterior","UBE2Z",4.29562562513258,2.65533342388284e-05,0.00160670367302381,11274,"ENSG00000159202","character(0)"
"68",68,"enrichment","anterior","SYP",4.28834419677221,2.73664222765147e-05,0.0016488560553752,13798,"ENSG00000102003","anterior-middle_top19"
"69",69,"enrichment","anterior","OPTN",4.28588416830423,2.7646472170561e-05,0.00165867118416514,6850,"ENSG00000123240","character(0)"
"70",70,"enrichment","anterior","MTRNR2L4",4.26896101248499,2.96487133697159e-05,0.00173469476281739,10230,"ENSG00000232196","character(0)"
"71",71,"enrichment","anterior","VAMP2",4.24448359930149,3.27919019116417e-05,0.00189510424149769,10908,"ENSG00000220205","character(0)"
"72",72,"enrichment","anterior","SOBP",4.20588909516306,3.84042765194785e-05,0.0021523828369509,4799,"ENSG00000112320","character(0)"
"73",73,"enrichment","anterior","SV2B",4.17854038359637,4.2925245570516e-05,0.00235573082183309,10085,"ENSG00000185518","character(0)"
"74",74,"enrichment","anterior","CWF19L2",4.13250379588594,5.17050639310034e-05,0.00271562135662923,8013,"ENSG00000152404","character(0)"
"75",75,"enrichment","anterior","PCBP2",4.10017348540325,5.88687461768407e-05,0.0029768663468496,8484,"ENSG00000197111","character(0)"
"76",76,"enrichment","anterior","UBQLN2",4.0802669027369,6.37403799256162e-05,0.00317161418021674,13832,"ENSG00000188021","character(0)"
"77",77,"enrichment","anterior","SERPINI1",4.06586375169004,6.75023056284326e-05,0.00330629226761966,2992,"ENSG00000163536","character(0)"
"78",78,"enrichment","anterior","DDX24",4.04628196240144,7.29573873387603e-05,0.00342054187857453,9577,"ENSG00000089737","character(0)"
"79",79,"enrichment","anterior","MT-ND1",4.03953446948523,7.49325213015764e-05,0.00348159375979006,14142,"ENSG00000198888","character(0)"
"80",80,"enrichment","anterior","HSP90B1",4.02250960027106,8.01449073304568e-05,0.00362546882713079,8706,"ENSG00000166598","character(0)"
"81",81,"enrichment","anterior","LINC00685",4.0168406643029,8.19558471501453e-05,0.00368476261648054,13646,"ENSG00000226179","character(0)"
"82",82,"enrichment","anterior","CTNNB1",4.01423319065371,8.28018200582777e-05,0.00370538042160949,2485,"ENSG00000168036","character(0)"
"83",83,"enrichment","anterior","SPRYD3",3.98790226931616,9.18234726285993e-05,0.00397592828424568,8473,"ENSG00000167778","character(0)"
"84",84,"enrichment","anterior","ZMIZ1",3.98208986530838,9.393724397406e-05,0.00403047708311732,7079,"ENSG00000108175","character(0)"
"85",85,"enrichment","anterior","SEPTIN7",3.96769135090463,9.93745952203203e-05,0.00419988821287009,5173,"ENSG00000122545","character(0)"
"86",86,"enrichment","anterior","MT-ND4L",3.9669425403423,9.96654028903418e-05,0.00419988821287009,14150,"ENSG00000212907","character(0)"
"87",87,"enrichment","anterior","CANX",3.95403959884169,0.000104805262057127,0.00435172347644241,4271,"ENSG00000127022","character(0)"
"88",88,"enrichment","anterior","PCDH9",3.92732725622675,0.000116257731064625,0.00471659946746139,9091,"ENSG00000184226","character(0)"
"89",89,"enrichment","anterior","MAGEH1",3.90904332880848,0.000124771435358264,0.00501886009442518,13828,"ENSG00000187601","character(0)"
"90",90,"enrichment","anterior","SRPK2",3.86482035438833,0.000147876497252206,0.00572341221937682,5474,"ENSG00000135250","character(0)"
"91",91,"enrichment","anterior","NAP1L3",3.83891391975396,0.000163239056187935,0.0061532817564669,13911,"ENSG00000186310","character(0)"
"92",92,"enrichment","anterior","LARP7",3.83864889036988,0.000163403767245678,0.0061532817564669,3472,"ENSG00000174720","character(0)"
"93",93,"enrichment","anterior","PPP3R1",3.83099549789731,0.00016822871544862,0.00627674109993527,1668,"ENSG00000221823","character(0)"
"94",94,"enrichment","anterior","GHITM",3.82239271989644,0.000173813232052124,0.00639754984707403,7091,"ENSG00000165678","character(0)"
"95",95,"enrichment","anterior","GABRB1",3.78105499688865,0.000203185042122321,0.007246591968287,3287,"ENSG00000163288","character(0)"
"96",96,"enrichment","anterior","MOAP1",3.76395876599272,0.000216655791318994,0.00763091877931751,9567,"ENSG00000165943","character(0)"
"97",97,"enrichment","anterior","MTRNR2L8",3.73784459650191,0.00023887293045265,0.00828971034872322,7471,"ENSG00000255823","character(0)"
"98",98,"enrichment","anterior","EID1",3.73069701033101,0.000245319229091451,0.00843076447744141,9813,"ENSG00000255302","character(0)"
"99",99,"enrichment","anterior","CCDC173",3.68379833857267,0.00029187058552703,0.00957846925516754,2013,"ENSG00000154479","character(0)"
"100",100,"enrichment","anterior","EIF4H",3.68130574291615,0.000294564430012618,0.00963218883267587,5288,"ENSG00000106682","character(0)"
"101",101,"enrichment","anterior","GOT1",3.680184529026,0.000295783801578506,0.00964977614412456,7183,"ENSG00000120053","character(0)"
"102",102,"enrichment","anterior","MT-ND3",3.67716390314808,0.00029909260670617,0.00967018544096365,14149,"ENSG00000198840","middle-posterior_top4"
"103",103,"enrichment","anterior","TERF2IP",3.6678085213786,0.000309563415895596,0.00991653485444738,10662,"ENSG00000166848","character(0)"
"104",104,"enrichment","anterior","RSF1",3.66059862174989,0.000317867760972479,0.0100912323488999,7934,"ENSG00000048649","character(0)"
"105",105,"enrichment","anterior","MT-ND5",3.65495726002842,0.000324511445385272,0.0102333130405569,14152,"ENSG00000198786","character(0)"
"106",106,"enrichment","anterior","TMSB4X",3.64886578698023,0.000331832072091295,0.0103721291077883,13678,"ENSG00000205542","character(0)"
"107",107,"enrichment","anterior","RPL23",3.64552224160415,0.000335916162657566,0.0104303441821677,11117,"ENSG00000125691","character(0)"
"108",108,"enrichment","anterior","TACC1",3.6277717829167,0.000358403069527282,0.0109603219469477,5858,"ENSG00000147526","character(0)"
"109",109,"enrichment","anterior","MT-ND6",3.61849990527844,0.00037070539803495,0.0112465148468791,14153,"ENSG00000198695","character(0)"
"110",110,"enrichment","anterior","MT-CO1",3.61839262380409,0.000370850043252712,0.0112465148468791,14144,"ENSG00000198804","middle-posterior_top2"
"111",111,"enrichment","anterior","MT-ATP8",3.61832681545208,0.000370938797478109,0.0112465148468791,14146,"ENSG00000228253","character(0)"
"112",112,"enrichment","anterior","CBX6",3.59015041153422,0.000410832842810095,0.0121091221672349,13522,"ENSG00000183741","character(0)"
"113",113,"enrichment","anterior","HINT3",3.57595475515486,0.000432428738506836,0.0125723994014749,4869,"ENSG00000111911","character(0)"
"114",114,"enrichment","anterior","TNRC6C",3.5703817649696,0.000441195163719087,0.012748739434895,11497,"ENSG00000078687","character(0)"
"115",115,"enrichment","anterior","CHGB",3.53886058564306,0.000494006631412867,0.0137864730253446,12835,"ENSG00000089199","character(0)"
"116",116,"enrichment","anterior","RHOB",3.52567989896672,0.000517804008355199,0.0142637878488351,1463,"ENSG00000143878","character(0)"
"117",117,"enrichment","anterior","SON",3.50404644531205,0.000559208809292869,0.0151392687012959,13217,"ENSG00000159140","character(0)"
"118",118,"enrichment","anterior","SYT4",3.50218000361033,0.00056292291087383,0.0151819260803436,11699,"ENSG00000132872","character(0)"
"119",119,"enrichment","anterior","STMN1",3.48296590555524,0.000602526464415693,0.0158867266474149,239,"ENSG00000117632","character(0)"
"120",120,"enrichment","anterior","PSMA4",3.45305658525954,0.000669406161959845,0.0168649854932197,10003,"ENSG00000041357","character(0)"
"121",121,"enrichment","anterior","SERBP1",3.4447010920391,0.000689296267082007,0.0172738864524144,557,"ENSG00000142864","character(0)"
"122",122,"enrichment","anterior","NEMF",3.44311590607344,0.000693131662922895,0.017308732302161,9336,"ENSG00000165525","character(0)"
"123",123,"enrichment","anterior","NFIC",3.44064377482159,0.000699152932107271,0.0173672041503629,11889,"ENSG00000141905","character(0)"
"124",124,"enrichment","anterior","SYNGAP1",3.43975587609433,0.000701327474018989,0.0173788303838906,4536,"ENSG00000197283","character(0)"
"125",125,"enrichment","anterior","NRXN1",3.42990811828273,0.000725873673012421,0.0178431342642064,1614,"ENSG00000179915","character(0)"
"126",126,"enrichment","anterior","KCNK6",3.39802045472157,0.000810982400373935,0.0192194181349002,12355,"ENSG00000099337","character(0)"
"127",127,"enrichment","anterior","ATP6V1A",3.38692364683167,0.000842725598289476,0.0197225648697201,2778,"ENSG00000114573","character(0)"
"128",128,"enrichment","anterior","MDGA2",3.37883428066543,0.000866593138631209,0.0199513695119988,9329,"ENSG00000139915","character(0)"
"129",129,"enrichment","anterior","GAS7",3.37726060147266,0.000871308988023691,0.019962563044381,10923,"ENSG00000007237","character(0)"
"130",130,"enrichment","anterior","PAPSS1",3.37630826256116,0.000874174492283324,0.0199636074778058,3454,"ENSG00000138801","character(0)"
"131",131,"enrichment","anterior","DUSP7",3.35943768380291,0.00092641798076092,0.0206912723952583,2623,"ENSG00000164086","character(0)"
"132",132,"enrichment","anterior","KCTD16",3.34903066868082,0.000960083574570539,0.0212403489567879,4109,"ENSG00000183775","character(0)"
"133",133,"enrichment","anterior","PWWP3B",3.32406736409645,0.00104554437243125,0.0225668639775215,13957,"ENSG00000157502","character(0)"
"134",134,"enrichment","anterior","OSTF1",3.3139563679337,0.00108213494434471,0.0230405243262809,6404,"ENSG00000134996","character(0)"
"135",135,"enrichment","anterior","ATP9A",3.31084640901097,0.00109362721777345,0.0232153939676975,13074,"ENSG00000054793","character(0)"
"136",136,"enrichment","anterior","HPRT1",3.30821846777784,0.00110342678938439,0.0233533929908724,14031,"ENSG00000165704","character(0)"
"137",137,"enrichment","anterior","STX7",3.2984132070878,0.00114071687947586,0.023999123768943,4888,"ENSG00000079950","character(0)"
"138",138,"enrichment","anterior","KCNJ6",3.2879009858162,0.00118199653188368,0.0245034976499868,13239,"ENSG00000157542","character(0)"
"139",139,"enrichment","anterior","HYOU1",3.28082917361398,0.00121054385389226,0.0249491854836397,8095,"ENSG00000149428","character(0)"
"140",140,"enrichment","anterior","AC245060.6",3.26531191699012,0.00127544575297104,0.0256821140083401,13367,"ENSG00000279278","character(0)"
"141",141,"enrichment","anterior","MAN1A2",3.25172909418187,0.00133489711756472,0.0264038681074069,774,"ENSG00000198162","character(0)"
"142",142,"enrichment","anterior","CTSD",3.20548457528811,0.00155716146276743,0.0290485496064875,7408,"ENSG00000117984","character(0)"
"143",143,"enrichment","anterior","FBXW7",3.1991286623656,0.0015902622479077,0.0295105152924313,3559,"ENSG00000109670","character(0)"
"144",144,"enrichment","anterior","RPS11",3.18760455281025,0.00165194747263124,0.0302603183731185,12577,"ENSG00000142534","character(0)"
"145",145,"enrichment","anterior","ZBTB16",3.17861217837815,0.00170161318669041,0.0307981735645947,8055,"ENSG00000109906","character(0)"
"146",146,"enrichment","anterior","BNIP3",3.17369199048273,0.00172936978912029,0.0311318898295895,7344,"ENSG00000176171","character(0)"
"147",147,"enrichment","anterior","SSTR2",3.17019670900114,0.00174934206795318,0.0313530814432267,11423,"ENSG00000180616","character(0)"
"148",148,"enrichment","anterior","MICAL2",3.16694671102175,0.00176810419754767,0.0314900469598459,7483,"ENSG00000133816","character(0)"
"149",149,"enrichment","anterior","FOXP1",3.16548098168739,0.0017766266135073,0.031522877469486,2704,"ENSG00000114861","character(0)"
"150",150,"enrichment","anterior","SUB1",3.16286335637083,0.00179194134595189,0.0316755274873069,3714,"ENSG00000113387","character(0)"
"151",151,"enrichment","anterior","PRKCB",3.15865407764437,0.0018168246988096,0.0318766058369828,10353,"ENSG00000166501","character(0)"
"152",152,"enrichment","anterior","HSPA1B",3.15001724509369,0.00186888604956377,0.0324357370694064,4481,"ENSG00000204388","character(0)"
"153",153,"enrichment","anterior","CALM2",3.14961245236254,0.00187135960356373,0.0324357370694064,1605,"ENSG00000143933","character(0)"
"154",154,"enrichment","anterior","APOD",3.12952605045767,0.00199797354329042,0.0339200328530564,3098,"ENSG00000189058","character(0)"
"155",155,"enrichment","anterior","PNRC1",3.12655772265759,0.00201734204205859,0.0340853770566917,4759,"ENSG00000146278","character(0)"
"156",156,"enrichment","anterior","SLC4A10",3.12212846059536,0.00204656604841652,0.0344538303718766,1990,"ENSG00000144290","character(0)"
"157",157,"enrichment","anterior","SORL1",3.11431651449368,0.00209906403134509,0.0350066520845879,8119,"ENSG00000137642","character(0)"
"158",158,"enrichment","anterior","RTF1",3.10659038537089,0.00215220625925175,0.0357228830109142,9750,"ENSG00000137815","character(0)"
"159",159,"enrichment","anterior","ZYG11B",3.10622440572531,0.00215475411107087,0.0357228830109142,500,"ENSG00000162378","character(0)"
"160",160,"enrichment","anterior","CDK9",3.10128908063538,0.00218938560946402,0.0360879055231677,6634,"ENSG00000136807","character(0)"
"161",161,"enrichment","anterior","EIF3C",3.09973557182948,0.00220039254922464,0.0361850849064712,10378,"ENSG00000184110","character(0)"
"162",162,"enrichment","anterior","PIK3R1",3.09501820226082,0.00223412992280758,0.0365318896315609,3808,"ENSG00000145675","character(0)"
"163",163,"enrichment","anterior","PTPRN",3.0638674425859,0.00246916931458037,0.0387164654763494,2222,"ENSG00000054356","character(0)"
"164",164,"enrichment","anterior","HNRNPA1",3.0593633919685,0.00250497942954302,0.0390187059877884,8494,"ENSG00000135486","character(0)"
"165",165,"enrichment","anterior","CHD4",3.05699532701285,0.00252399841060737,0.0392717510942745,8230,"ENSG00000111642","character(0)"
"166",166,"enrichment","anterior","TMX4",3.04788276701457,0.0025984329028251,0.0400775724086064,12839,"ENSG00000125827","character(0)"
"167",167,"enrichment","anterior","TUBB",3.04587776058184,0.00261507944608309,0.0402466411707505,4448,"ENSG00000196230","character(0)"
"168",168,"enrichment","anterior","RNF208",3.04357354690446,0.00263433138305665,0.0404989121093367,6791,"ENSG00000212864","posterior-middle_top20"
"169",169,"enrichment","anterior","CPE",3.03173943638162,0.00273527848057043,0.0417564619033713,3594,"ENSG00000109472","character(0)"
"170",170,"enrichment","anterior","BOD1L1",3.02884955251378,0.00276046453405849,0.0419379739224081,3216,"ENSG00000038219","character(0)"
"171",171,"enrichment","anterior","CXXC5",3.02831383717916,0.00276515680044349,0.0419379739224081,4060,"ENSG00000171604","character(0)"
"172",172,"enrichment","anterior","TAF3",3.02802678838012,0.00276767404438529,0.0419379739224081,6838,"ENSG00000165632","character(0)"
"173",173,"enrichment","anterior","CASK",3.02694692707713,0.00277716266653584,0.0419662611806967,13746,"ENSG00000147044","character(0)"
"174",174,"enrichment","anterior","ALKBH5",2.98753726564366,0.00314461695282769,0.0460162971471287,10967,"ENSG00000091542","character(0)"
"175",175,"enrichment","anterior","GABRA1",2.97790716312708,0.00324094947557367,0.0468729352652171,4183,"ENSG00000022355","character(0)"
"176",176,"enrichment","anterior","CELF4",2.95989698098883,0.00342841212267047,0.048441145376476,11696,"ENSG00000101489","character(0)"
"177",177,"enrichment","anterior","VAPA",2.95964717229866,0.0034310808219744,0.048441145376476,11624,"ENSG00000101558","character(0)"
"178",178,"enrichment","anterior","GMFB",2.95668506644371,0.00346287041027954,0.0487868478996497,9367,"ENSG00000197045","character(0)"
"179",13324,"enrichment","anterior","TMEM63A",-2.9465136577483,0.0035740970960931,0.0499069435735525,1282,"ENSG00000196187","character(0)"
"180",13325,"enrichment","anterior","FBXO7",-2.94852722873825,0.00355182176716204,0.0496448612055748,13457,"ENSG00000100225","character(0)"
"181",13326,"enrichment","anterior","CLEC11A",-2.95233142310655,0.00351008430959874,0.0491099641695737,12611,"ENSG00000105472","character(0)"
"182",13327,"enrichment","anterior","KDM4B",-2.95255442662019,0.00350765164361328,0.0491099641695737,11928,"ENSG00000127663","character(0)"
"183",13328,"enrichment","anterior","AL035587.2",-2.95319698224128,0.00350065086990558,0.0490749660069239,4614,"ENSG00000287825","character(0)"
"184",13329,"enrichment","anterior","PTDSS2",-2.95341795864847,0.00349824624775369,0.0490749660069239,7378,"ENSG00000174915","character(0)"
"185",13330,"enrichment","anterior","AC016597.1",-2.95368730036398,0.00349531737075644,0.0490749660069239,10369,"ENSG00000261329","character(0)"
"186",13331,"enrichment","anterior","AC079174.2",-2.95466069313701,0.00348475122520843,0.0489976093323993,8723,"ENSG00000277715","character(0)"
"187",13332,"enrichment","anterior","RELL2",-2.95507614967551,0.00348025037868721,0.0489829673079843,4096,"ENSG00000164620","character(0)"
"188",13333,"enrichment","anterior","C6orf226",-2.95837370002028,0.00344471491382192,0.0485794008613592,4613,"ENSG00000221821","character(0)"
"189",13334,"enrichment","anterior","SSBP4",-2.9596088735866,0.00343149013437428,0.048441145376476,12181,"ENSG00000130511","character(0)"
"190",13335,"enrichment","anterior","CROCC",-2.95990571531688,0.00342831884852572,0.048441145376476,157,"ENSG00000058453","character(0)"
"191",13336,"enrichment","anterior","ZNF789",-2.96087006803736,0.00341803479411764,0.048441145376476,5396,"ENSG00000198556","character(0)"
"192",13337,"enrichment","anterior","RAVER2",-2.96088329305021,0.00341789395667959,0.048441145376476,544,"ENSG00000162437","character(0)"
"193",13338,"enrichment","anterior","MYLPF",-2.96159940853603,0.00341027575036379,0.0484313885149458,10416,"ENSG00000180209","character(0)"
"194",13339,"enrichment","anterior","MACF1",-2.96278471079117,0.00339770042630328,0.0483012453172974,382,"ENSG00000127603","character(0)"
"195",13340,"enrichment","anterior","AC068338.3",-2.96464900410677,0.00337800743066533,0.048069554985719,9974,"ENSG00000275645","character(0)"
