"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","results"
"1679",9,"enrichment","middle","SELENOW",5.0042047840502,1.11395280921088e-06,0.00140591984050505,11201,"ENSG00000178980","c(""middle_top9""; ""middle-anterior_top5"")"
"1680",10,"enrichment","middle","MGST3",4.96896312360824,1.3131417678391e-06,0.00141368862858608,931,"ENSG00000143198","c(""middle_top10""; ""middle-anterior_top7"")"
"1681",11,"enrichment","middle","NDUFB2",4.96395153690935,1.34412990595301e-06,0.00141368862858608,5010,"ENSG00000090266","middle_top11"
"1682",12,"enrichment","middle","FAU",4.9105308076008,1.72165953127234e-06,0.00167146653416833,6936,"ENSG00000149806","middle_top12"
"1683",13,"enrichment","middle","MT3",4.86294155451051,2.14284511132887e-06,0.00193177486786297,9389,"ENSG00000087250","c(""middle_top13""; ""middle-posterior_top19"")"
"1684",14,"enrichment","middle","RPS15",4.77552141113892,3.18996003287286e-06,0.00265579154763604,10596,"ENSG00000115268","middle_top14"
"1685",15,"enrichment","middle","RPS15A",4.76357319986361,3.366822340716e-06,0.00265579154763604,9219,"ENSG00000134419","middle_top15"
"1686",16,"enrichment","middle","UQCRQ",4.67295021581635,5.05280366327726e-06,0.00354285750190124,3585,"ENSG00000164405","c(""middle_top16""; ""middle-anterior_top16"")"
"1687",17,"enrichment","middle","RPS27A",4.64934228592931,5.61106314105067e-06,0.0035560733221858,1462,"ENSG00000143947","c(""middle_top17""; ""middle-posterior_top8"")"
"1688",18,"enrichment","middle","RPS10",4.6483746419223,5.6351688807318e-06,0.0035560733221858,4060,"ENSG00000124614","c(""middle_top18""; ""middle-posterior_top20"")"
"1689",19,"enrichment","middle","UQCR10",4.54293118874678,8.9542652988683e-06,0.00538151344461985,11975,"ENSG00000184076","c(""middle_top19""; ""middle-anterior_top18"")"
"1690",20,"enrichment","middle","FTH1",4.51200492033252,1.02413311592124e-05,0.00587526548001909,6858,"ENSG00000167996","middle_top20"
"1691",21,"enrichment","middle","ATP5MPL",4.4637166540272,1.26131259223961e-05,0.00657499228425737,8612,"ENSG00000156411","middle-anterior_top14"
"1692",22,"enrichment","middle","RPL17",4.44710407758769,1.35448696133976e-05,0.00657499228425737,10489,"ENSG00000265681","middle-posterior_top9"
"1693",23,"enrichment","middle","RPS7",4.41754754634129,1.53683300411292e-05,0.00705259518586916,1270,"ENSG00000171863","character(0)"
"1694",24,"enrichment","middle","NDUFAF8",4.41333962445713,1.56463564855666e-05,0.00705259518586916,10317,"ENSG00000224877","character(0)"
"1695",25,"enrichment","middle","ATP5MF",4.35596475144232,1.99534398733727e-05,0.00839441215472789,4818,"ENSG00000241468","middle-anterior_top9"
"1749",1,"enrichment","posterior","MEG3",7.25730772224032,6.00253368297709e-12,7.57579776128539e-08,8585,"ENSG00000214548","c(""posterior_top1""; ""middle-anterior_top1""; ""posterior-anterior_top1""; ""all_top1"")"
"1750",2,"enrichment","posterior","CERCAM",6.87551279364082,5.74839390967218e-11,1.81376198834931e-07,5934,"ENSG00000167123","c(""posterior_top2""; ""posterior-anterior_top3""; ""posterior-middle_top14""; ""all_top7"")"
"1751",3,"enrichment","posterior","PAQR6",6.47831027657699,5.55902687648773e-10,1.00229254583074e-06,859,"ENSG00000160781","c(""posterior_top3""; ""posterior-anterior_top10""; ""posterior-middle_top3"")"
"1752",4,"enrichment","posterior","SNRNP70",6.14517326564865,3.48291381868375e-09,4.88420614506752e-06,11229,"ENSG00000104852","c(""posterior_top4""; ""posterior-anterior_top4""; ""all_top10"")"
"1753",5,"enrichment","posterior","EVL",5.90231091126488,1.27364587119767e-08,1.33955704503215e-05,8578,"ENSG00000196405","c(""posterior_top5""; ""posterior-middle_top5"")"
"1754",6,"enrichment","posterior","MBP",5.86715167521721,1.53208163293525e-08,1.48741556071353e-05,10548,"ENSG00000197971","c(""posterior_top6""; ""posterior-middle_top1"")"
"1755",7,"enrichment","posterior","AL359091.1",5.76786729962892,2.57073784762207e-08,2.11123248896375e-05,5933,"ENSG00000207955","c(""posterior_top7""; ""posterior-anterior_top8""; ""all_top15"")"
"1756",8,"enrichment","posterior","KIF5A",5.76008580367381,2.67646936244513e-08,2.11123248896375e-05,7638,"ENSG00000155980","c(""posterior_top8""; ""posterior-middle_top2"")"
"1757",9,"enrichment","posterior","PKD1",5.59240210968169,6.32036922610063e-08,4.69231647074212e-05,9105,"ENSG00000008710","c(""posterior_top9""; ""middle-anterior_top3""; ""posterior-anterior_top2""; ""all_top4"")"
"1758",10,"enrichment","posterior","ACAP3",5.57809209410155,6.79563535780113e-08,4.76487299171156e-05,13,"ENSG00000131584","c(""posterior_top10""; ""posterior-anterior_top5""; ""all_top12"")"
"1759",11,"enrichment","posterior","YPEL3",5.50558029575855,9.7927725206861e-08,6.17972909917896e-05,9302,"ENSG00000090238","c(""posterior_top11""; ""posterior-anterior_top6""; ""all_top13"")"
"1760",12,"enrichment","posterior","CARNS1",5.49226021858074,1.04687144572046e-07,6.29169738877996e-05,7007,"ENSG00000172508","c(""posterior_top12""; ""posterior-anterior_top18"")"
"1761",13,"enrichment","posterior","MOBP",5.40664191403031,1.60332969556905e-07,9.19801094898953e-05,2223,"ENSG00000168314","c(""posterior_top13""; ""posterior-middle_top11"")"
"1762",14,"enrichment","posterior","SCNN1D",5.32622789575851,2.3823120915067e-07,0.000125279837112109,12,"ENSG00000162572","c(""posterior_top14""; ""posterior-anterior_top9"")"
"1763",15,"enrichment","posterior","VWA5B2",5.1119065902603,6.70214559354512e-07,0.000325337613600512,2731,"ENSG00000145198","c(""posterior_top15""; ""posterior-anterior_top14"")"
"1764",16,"enrichment","posterior","LENG8",4.96583408533857,1.33236955330996e-06,0.000622808745641668,11310,"ENSG00000167615","posterior_top16"
"1765",17,"enrichment","posterior","SCN1B",4.91331199889451,1.6996506651771e-06,0.000739699691213799,10979,"ENSG00000105711","posterior_top17"
"1766",18,"enrichment","posterior","KIFC2",4.89896297783601,1.81594017662905e-06,0.00076396603230784,5544,"ENSG00000167702","c(""posterior_top18""; ""posterior-anterior_top20"")"
"1767",19,"enrichment","posterior","MYO15B",4.87572402256323,2.02077548380892e-06,0.000822716367133947,10250,"ENSG00000266714","c(""posterior_top19""; ""posterior-anterior_top17"")"
"1768",20,"enrichment","posterior","HAPLN2",4.79899058386405,2.86823539995116e-06,0.00103545728971178,868,"ENSG00000132702","posterior_top20"
"1769",21,"enrichment","posterior","DST",4.66718342450775,5.18389385431589e-06,0.00181738678709225,4179,"ENSG00000151914","posterior-middle_top7"
"1770",22,"enrichment","posterior","SOHLH1",4.62940877258334,6.12815041264217e-06,0.00208665848680094,6010,"ENSG00000165643","character(0)"
"1771",23,"enrichment","posterior","DDX17",4.58638715907082,7.40550476835383e-06,0.00239653527388189,12052,"ENSG00000100201","posterior-anterior_top11"
"1772",24,"enrichment","posterior","NEAT1",4.56398450561611,8.16849884604962e-06,0.00253094612495785,6945,"ENSG00000245532","character(0)"
"1773",25,"enrichment","posterior","RGS11",4.56198063868774,8.24031733730108e-06,0.00253094612495785,9041,"ENSG00000076344","character(0)"
"1894",1,"pairwise","anterior-middle","C5orf63",8.45802125954057,3.21770585752395e-15,1.62575789298079e-11,3560,"ENSG00000164241","c(""anterior_top1""; ""anterior-middle_top1""; ""anterior-posterior_top1""; ""all_top2"")"
"1895",2,"pairwise","anterior-middle","GPM6A",8.42996531982658,3.86441144041072e-15,1.62575789298079e-11,3230,"ENSG00000150625","c(""anterior_top2""; ""anterior-middle_top2""; ""anterior-posterior_top2""; ""all_top3"")"
"1896",3,"pairwise","anterior-middle","MTRNR2L1",7.28914755820392,5.01005770952972e-12,1.05386563919958e-08,9834,"ENSG00000256618","c(""anterior_top6""; ""anterior-middle_top3""; ""anterior-posterior_top9""; ""all_top11"")"
"1897",4,"pairwise","anterior-middle","TRIM31",7.11169027839661,1.44791968798972e-11,2.61059919744547e-08,3957,"ENSG00000204616","c(""anterior_top4""; ""anterior-middle_top4""; ""anterior-posterior_top6""; ""all_top8"")"
"1898",5,"pairwise","anterior-middle","NFIX",6.84966015982739,6.74002880265953e-11,9.45176705759622e-08,10819,"ENSG00000008441","anterior-middle_top5"
"1899",6,"pairwise","anterior-middle","SEC62",6.76676266518468,1.08825839369281e-10,1.14457576556641e-07,2684,"ENSG00000008952","c(""anterior_top5""; ""anterior-middle_top6""; ""anterior-posterior_top5""; ""all_top9"")"
"1900",7,"pairwise","anterior-middle","MTRNR2L6",6.30548746541067,1.46146663798145e-09,1.22967802919759e-06,5018,"ENSG00000270672","c(""anterior_top14""; ""anterior-middle_top7"")"
"1901",8,"pairwise","anterior-middle","HNRNPL",6.17421899711603,2.99401103463817e-09,2.22278901577461e-06,11055,"ENSG00000104824","c(""anterior_top19""; ""anterior-middle_top8"")"
"1902",9,"pairwise","anterior-middle","BASP1",6.07764806023116,5.04183648262815e-09,3.34910622353946e-06,3306,"ENSG00000176788","c(""anterior_top3""; ""anterior-middle_top9""; ""anterior-posterior_top3""; ""all_top5"")"
"1903",10,"pairwise","anterior-middle","MTRNR2L3",5.9598689598986,9.44842899565474e-09,4.96869259808994e-06,11666,"ENSG00000256222","c(""anterior_top8""; ""anterior-middle_top10""; ""anterior-posterior_top17"")"
"1904",11,"pairwise","anterior-middle","G3BP2",5.84881180350082,1.69518587125851e-08,8.55797635246147e-06,2995,"ENSG00000138757","anterior-middle_top11"
"1905",12,"pairwise","anterior-middle","SYP",5.67054239139577,4.26370498425484e-08,1.79374068687601e-05,12307,"ENSG00000102003","anterior-middle_top12"
"1906",13,"pairwise","anterior-middle","PPP3R1",5.61348672236097,5.70372936866288e-08,2.11725789299689e-05,1504,"ENSG00000221823","anterior-middle_top13"
"1907",14,"pairwise","anterior-middle","HSP90AA1",5.48559283739736,1.08679590859066e-07,3.51703875956993e-05,8589,"ENSG00000080824","c(""anterior_top13""; ""anterior-middle_top14"")"
"1908",15,"pairwise","anterior-middle","TUBA1A",5.47837157616092,1.1267316043402e-07,3.55511989459443e-05,7525,"ENSG00000167552","anterior-middle_top15"
"1909",16,"pairwise","anterior-middle","MTRNR2L11",5.27029032218673,3.14094831298406e-07,8.73836920475554e-05,1227,"ENSG00000270188","c(""anterior_top20""; ""anterior-middle_top16"")"
"1910",17,"pairwise","anterior-middle","MORF4L1",5.22459299294897,3.91900185537154e-07,0.000103045255034675,8935,"ENSG00000185787","c(""anterior_top17""; ""anterior-middle_top17"")"
"1911",18,"pairwise","anterior-middle","APP",5.09264197141196,7.36689556843399e-07,0.000154962648282009,11754,"ENSG00000142192","anterior-middle_top18"
"1912",19,"pairwise","anterior-middle","YWHAB",5.04296123884225,9.31449630115112e-07,0.000186600409233061,11603,"ENSG00000166913","c(""anterior_top11""; ""anterior-middle_top19""; ""anterior-posterior_top13"")"
"1913",20,"pairwise","anterior-middle","RAC1",5.03420306242269,9.70605649990081e-07,0.000189001839771325,4528,"ENSG00000136238","c(""anterior_top12""; ""anterior-middle_top20""; ""anterior-posterior_top14"")"
"1914",21,"pairwise","anterior-middle","HSP90AB1",5.03359399865223,9.73387178918956e-07,0.000189001839771325,4148,"ENSG00000096384","c(""anterior_top10""; ""anterior-posterior_top11"")"
"1915",22,"pairwise","anterior-middle","PRKAR1A",4.95251940190122,1.42144724486242e-06,0.000239201142365448,10205,"ENSG00000108946","c(""anterior_top16""; ""anterior-posterior_top18"")"
"1916",23,"pairwise","anterior-middle","TMBIM6",4.91985551042714,1.65358346176691e-06,0.000263800529841038,7531,"ENSG00000139644","character(0)"
"1917",24,"pairwise","anterior-middle","ANKRD12",4.91044730420555,1.72698568304442e-06,0.000269089954391402,10396,"ENSG00000101745","c(""anterior_top9""; ""anterior-posterior_top10"")"
"1918",25,"pairwise","anterior-middle","LMO4",4.8883190701314,1.91226648960697e-06,0.000286862857759966,558,"ENSG00000143013","c(""anterior_top7""; ""anterior-posterior_top4""; ""all_top14"")"
"2789",1,"pairwise","anterior-posterior","C5orf63",11.2662389683963,1.01987940738499e-23,6.43594900030295e-20,3560,"ENSG00000164241","c(""anterior_top1""; ""anterior-middle_top1""; ""anterior-posterior_top1""; ""all_top2"")"
"2790",2,"pairwise","anterior-posterior","GPM6A",11.1875457331105,1.81142661268377e-23,7.62067175956061e-20,3230,"ENSG00000150625","c(""anterior_top2""; ""anterior-middle_top2""; ""anterior-posterior_top2""; ""all_top3"")"
"2791",3,"pairwise","anterior-posterior","BASP1",9.12645169090836,3.76252048371365e-17,1.18716927562375e-13,3306,"ENSG00000176788","c(""anterior_top3""; ""anterior-middle_top9""; ""anterior-posterior_top3""; ""all_top5"")"
"2792",4,"pairwise","anterior-posterior","LMO4",7.73388956578759,3.28053578349456e-13,5.1754552654356e-10,558,"ENSG00000143013","c(""anterior_top7""; ""anterior-posterior_top4""; ""all_top14"")"
"2793",5,"pairwise","anterior-posterior","SEC62",7.60240522492824,7.4149686512217e-13,8.5076653951881e-10,2684,"ENSG00000008952","c(""anterior_top5""; ""anterior-middle_top6""; ""anterior-posterior_top5""; ""all_top9"")"
"2794",6,"pairwise","anterior-posterior","TRIM31",7.36812708312433,3.10854918702502e-12,2.80235709210305e-09,3957,"ENSG00000204616","c(""anterior_top4""; ""anterior-middle_top4""; ""anterior-posterior_top6""; ""all_top8"")"
"2795",7,"pairwise","anterior-posterior","MT-ND4",7.06506832815505,1.90854046860871e-11,1.60584595028737e-08,12617,"ENSG00000198886","c(""anterior-posterior_top7""; ""all_top19"")"
"2796",8,"pairwise","anterior-posterior","MT-CO3",6.72854817031294,1.35554483643479e-10,9.50462854480191e-08,12614,"ENSG00000198938","c(""anterior-posterior_top8""; ""middle-posterior_top2"")"
"2797",9,"pairwise","anterior-posterior","MTRNR2L1",6.66377097588989,1.96342958781969e-10,1.30423393830907e-07,9834,"ENSG00000256618","c(""anterior_top6""; ""anterior-middle_top3""; ""anterior-posterior_top9""; ""all_top11"")"
"2798",10,"pairwise","anterior-posterior","ANKRD12",6.65019418457894,2.12135743107017e-10,1.33868260687683e-07,10396,"ENSG00000101745","c(""anterior_top9""; ""anterior-posterior_top10"")"
"2799",11,"pairwise","anterior-posterior","HSP90AB1",6.51192467389764,4.63756289163058e-10,2.43877838563623e-07,4148,"ENSG00000096384","c(""anterior_top10""; ""anterior-posterior_top11"")"
"2800",12,"pairwise","anterior-posterior","NUCKS1",6.49065989502452,5.22542448465296e-10,2.53654163156943e-07,1084,"ENSG00000069275","c(""anterior_top18""; ""anterior-posterior_top12"")"
"2801",13,"pairwise","anterior-posterior","YWHAB",6.36797120396063,1.03517401614422e-09,4.24191109359175e-07,11603,"ENSG00000166913","c(""anterior_top11""; ""anterior-middle_top19""; ""anterior-posterior_top13"")"
"2802",14,"pairwise","anterior-posterior","RAC1",6.16285800465988,3.184230810072e-09,1.11633825149774e-06,4528,"ENSG00000136238","c(""anterior_top12""; ""anterior-middle_top20""; ""anterior-posterior_top14"")"
"2803",15,"pairwise","anterior-posterior","MT-ATP6",6.00747788986805,7.33729416312158e-09,2.43694709559888e-06,12613,"ENSG00000198899","anterior-posterior_top15"
"2804",16,"pairwise","anterior-posterior","MARCKS",5.97296449260964,8.81475683205164e-09,2.78127614943309e-06,4312,"ENSG00000277443","c(""anterior_top15""; ""anterior-posterior_top16"")"
"2805",17,"pairwise","anterior-posterior","MTRNR2L3",5.94166320590084,1.04039642039038e-08,3.1263912432731e-06,11666,"ENSG00000256222","c(""anterior_top8""; ""anterior-middle_top10""; ""anterior-posterior_top17"")"
"2806",18,"pairwise","anterior-posterior","PRKAR1A",5.8528180140398,1.66003361416993e-08,4.6558409432086e-06,10205,"ENSG00000108946","c(""anterior_top16""; ""anterior-posterior_top18"")"
"2807",19,"pairwise","anterior-posterior","MT-ND3",5.80948755307286,2.08121647633445e-08,5.43542089653491e-06,12615,"ENSG00000198840","c(""anterior-posterior_top19""; ""middle-posterior_top4"")"
"2808",20,"pairwise","anterior-posterior","MT-CO1",5.80682477594853,2.11025769693535e-08,5.43542089653491e-06,12610,"ENSG00000198804","c(""anterior-posterior_top20""; ""middle-posterior_top3"")"
"2809",21,"pairwise","anterior-posterior","MT-CYB",5.73417239523786,3.07468569209449e-08,7.46261694613933e-06,12620,"ENSG00000198727","character(0)"
"2810",22,"pairwise","anterior-posterior","ARL6IP1",5.69528658566604,3.75580887057951e-08,8.46465424206858e-06,9220,"ENSG00000170540","character(0)"
"2811",23,"pairwise","anterior-posterior","MT-ND2",5.65077549559554,4.717045197472e-08,1.026445300643e-05,12609,"ENSG00000198763","character(0)"
"2812",24,"pairwise","anterior-posterior","HMGB1",5.56266161420442,7.37857926466077e-08,1.55208414832139e-05,8030,"ENSG00000189403","character(0)"
"2813",25,"pairwise","anterior-posterior","MT-ND1",5.52991980878779,8.70208212336044e-08,1.77143513675697e-05,12608,"ENSG00000198888","character(0)"
"3907",1,"pairwise","middle-posterior","SLIRP",5.32059602793784,2.45784775821865e-07,0.00175739594508502,8508,"ENSG00000119705","c(""middle_top2""; ""middle-posterior_top1"")"
"3908",2,"pairwise","middle-posterior","MT-CO3",4.8911391592133,1.88762649948343e-06,0.0070080287632484,12614,"ENSG00000198938","c(""anterior-posterior_top8""; ""middle-posterior_top2"")"
"3909",3,"pairwise","middle-posterior","MT-CO1",4.85567918082663,2.2210692538621e-06,0.0070080287632484,12610,"ENSG00000198804","c(""anterior-posterior_top20""; ""middle-posterior_top3"")"
"3910",4,"pairwise","middle-posterior","MT-ND3",4.53352090253087,9.34738386058396e-06,0.0196622219507384,12615,"ENSG00000198840","c(""anterior-posterior_top19""; ""middle-posterior_top4"")"
"3911",5,"pairwise","middle-posterior","RPS21",4.27462375238357,2.80953852844133e-05,0.0322356234249618,11693,"ENSG00000171858","middle-posterior_top5"
"3912",6,"pairwise","middle-posterior","MT-CO2",4.23718228957754,3.28076915601678e-05,0.033377179346109,12611,"ENSG00000198712","middle-posterior_top6"
"3913",7,"pairwise","middle-posterior","CCK",4.20781087698471,3.70240480822063e-05,0.033377179346109,2232,"ENSG00000187094","middle-posterior_top7"
"3914",8,"pairwise","middle-posterior","RPS27A",4.17064672069406,4.31043879502111e-05,0.0337672983025719,1462,"ENSG00000143947","c(""middle_top17""; ""middle-posterior_top8"")"
"3915",9,"pairwise","middle-posterior","RPL17",4.06253958653556,6.66886659891894e-05,0.0410998615374014,10489,"ENSG00000265681","middle-posterior_top9"
"3916",10,"pairwise","middle-posterior","NDUFA1",4.05965591344632,6.74613560107767e-05,0.0410998615374014,12481,"ENSG00000125356","c(""middle_top8""; ""middle-posterior_top10"")"
"3917",11,"pairwise","middle-posterior","RPL34",4.00861795648697,8.26322473442238e-05,0.0431524484453967,3090,"ENSG00000109475","middle-posterior_top11"
"3918",12,"pairwise","middle-posterior","UQCR11",4.00395689468905,8.4168954733944e-05,0.0431524484453967,10604,"ENSG00000127540","c(""middle_top1""; ""middle-posterior_top12""; ""middle-anterior_top4""; ""all_top18"")"
"3919",13,"pairwise","middle-posterior","RPL37A",3.99760634779028,8.63064652558223e-05,0.0431524484453967,1962,"ENSG00000197756","middle-posterior_top13"
"3920",14,"pairwise","middle-posterior","RPL37",3.99516230775657,8.7142773834957e-05,0.0431524484453967,3347,"ENSG00000145592","middle-posterior_top14"
"3921",15,"pairwise","middle-posterior","RPS23",3.98052304435754,9.23156729281128e-05,0.0431524484453967,3472,"ENSG00000186468","middle-posterior_top15"
"3922",16,"pairwise","middle-posterior","RPS28",3.93159314792621,0.000111806154461571,0.0470368491819831,10722,"ENSG00000233927","middle-posterior_top16"
"3923",17,"pairwise","middle-posterior","RPS25",3.91535184192025,0.000119097586715731,0.0484880852238463,7230,"ENSG00000118181","middle-posterior_top17"
"3938",1,"pairwise","middle-anterior","MEG3",8.58095104074986,1.437165817729e-15,1.62575789298079e-11,8585,"ENSG00000214548","c(""posterior_top1""; ""middle-anterior_top1""; ""posterior-anterior_top1""; ""all_top1"")"
"3939",2,"pairwise","middle-anterior","NPDC1",7.90090546385767,1.15143503083567e-13,3.63306538104424e-10,6043,"ENSG00000107281","c(""middle-anterior_top2""; ""posterior-anterior_top7""; ""all_top6"")"
"3940",3,"pairwise","middle-anterior","PKD1",7.36601406772826,3.14862147524147e-12,7.94775032780451e-09,9105,"ENSG00000008710","c(""posterior_top9""; ""middle-anterior_top3""; ""posterior-anterior_top2""; ""all_top4"")"
"3941",4,"pairwise","middle-anterior","UQCR11",7.08449307096922,1.70129662673018e-11,2.6840080907452e-08,10604,"ENSG00000127540","c(""middle_top1""; ""middle-posterior_top12""; ""middle-anterior_top4""; ""all_top18"")"
"3942",5,"pairwise","middle-anterior","SELENOW",6.81901964334048,8.04920201610881e-11,1.01588978645309e-07,11201,"ENSG00000178980","c(""middle_top9""; ""middle-anterior_top5"")"
"3943",6,"pairwise","middle-anterior","GAPDH",6.78167816943345,9.98645835628171e-11,1.14457576556641e-07,7349,"ENSG00000111640","c(""middle_top5""; ""middle-anterior_top6"")"
"3944",7,"pairwise","middle-anterior","MGST3",6.48280308066101,5.46065061563139e-10,5.30145164768336e-07,931,"ENSG00000143198","c(""middle_top10""; ""middle-anterior_top7"")"
"3945",8,"pairwise","middle-anterior","NAA38",6.3258918328198,1.30612827521461e-09,1.17747464010597e-06,9745,"ENSG00000183011","c(""middle_top6""; ""middle-anterior_top8"")"
"3946",9,"pairwise","middle-anterior","ATP5MF",6.28389201148963,1.64561198797789e-09,1.29807930626681e-06,4818,"ENSG00000241468","middle-anterior_top9"
